date,station_id,rain_mm,tmax_c,tmin_c,rh_mean_pct,wind_kmh
2023-12-15,MOCK_AWS_05,0.0,14.0,4.9,53.0,2.7
2023-12-16,MOCK_AWS_05,,,,,
2023-12-17,MOCK_AWS_05,0.0,20.4,7.2,68.0,1.7
2023-12-18,MOCK_AWS_05,,,,,
2023-12-19,MOCK_AWS_05,0.0,22.9,8.0,63.0,6.1
2023-12-20,MOCK_AWS_05,0.0,16.9,6.5,56.0,5.2
2023-12-21,MOCK_AWS_05,0.0,18.3,5.4,54.0,4.5
2023-12-22,MOCK_AWS_05,0.0,18.5,6.2,69.0,2.5
2023-12-23,MOCK_AWS_05,0.0,17.8,5.4,77.0,4.2
2023-12-24,MOCK_AWS_05,0.0,18.6,5.2,59.0,4.2
2023-12-25,MOCK_AWS_05,0.0,19.1,6.9,68.0,3.8
2023-12-26,MOCK_AWS_05,0.0,21.3,7.6,76.0,6.5
2023-12-27,MOCK_AWS_05,0.0,19.9,10.2,66.0,4.6
2023-12-28,MOCK_AWS_05,0.0,27.4,9.9,68.0,5.6
2023-12-29,MOCK_AWS_05,0.0,23.9,8.6,62.0,3.1
2023-12-30,MOCK_AWS_05,0.0,23.5,8.1,71.0,6.6
2023-12-31,MOCK_AWS_05,0.0,22.1,6.7,65.0,3.4
2024-01-01,MOCK_AWS_05,0.0,19.2,6.5,71.0,7.4
2024-01-02,MOCK_AWS_05,0.0,17.9,4.4,63.0,5.0
2024-01-03,MOCK_AWS_05,0.0,22.1,7.5,61.0,9.4
2024-01-04,MOCK_AWS_05,0.0,24.3,9.2,66.0,5.2
2024-01-05,MOCK_AWS_05,,,,,
2024-01-06,MOCK_AWS_05,0.0,26.0,11.9,59.0,8.3
2024-01-07,MOCK_AWS_05,0.0,25.4,10.2,76.0,7.1
2024-01-08,MOCK_AWS_05,0.0,24.8,10.2,60.0,6.7
2024-01-09,MOCK_AWS_05,0.0,25.3,9.1,67.0,6.4
2024-01-10,MOCK_AWS_05,0.0,20.9,10.9,74.0,11.9
2024-01-11,MOCK_AWS_05,0.0,18.7,6.7,64.0,7.9
2024-01-12,MOCK_AWS_05,0.0,20.0,7.3,64.0,6.1
2024-01-13,MOCK_AWS_05,7.2,14.9,5.0,48.0,4.1
2024-01-14,MOCK_AWS_05,0.0,20.2,6.8,67.0,5.4
2024-01-15,MOCK_AWS_05,0.0,21.8,8.5,65.0,6.7
2024-01-16,MOCK_AWS_05,0.0,21.4,7.0,64.0,6.1
2024-01-17,MOCK_AWS_05,0.0,18.9,6.3,70.0,5.9
2024-01-18,MOCK_AWS_05,0.0,20.1,9.6,65.0,3.2
2024-01-19,MOCK_AWS_05,0.0,20.5,9.5,65.0,7.9
2024-01-20,MOCK_AWS_05,0.0,23.6,9.5,68.0,5.5
2024-01-21,MOCK_AWS_05,0.0,23.4,9.0,67.0,6.3
2024-01-22,MOCK_AWS_05,0.0,25.3,9.9,62.0,4.7
2024-01-23,MOCK_AWS_05,0.0,25.4,10.5,65.0,3.2
2024-01-24,MOCK_AWS_05,2.3,18.4,10.6,44.0,3.0
2024-01-25,MOCK_AWS_05,0.0,20.4,6.4,66.0,2.7
2024-01-26,MOCK_AWS_05,0.0,20.8,6.3,59.0,5.0
2024-01-27,MOCK_AWS_05,5.0,18.0,5.8,53.0,8.2
2024-01-28,MOCK_AWS_05,11.0,21.5,9.5,49.0,9.3
2024-01-29,MOCK_AWS_05,0.9,20.1,11.2,52.0,8.8
2024-01-30,MOCK_AWS_05,7.3,20.7,10.6,54.0,6.7
2024-01-31,MOCK_AWS_05,0.0,23.8,12.3,69.0,4.7
2024-02-01,MOCK_AWS_05,0.0,27.1,11.8,62.0,4.8
2024-02-02,MOCK_AWS_05,0.0,25.0,11.5,65.0,4.3
2024-02-03,MOCK_AWS_05,0.4,24.9,10.2,62.0,5.3
2024-02-04,MOCK_AWS_05,0.8,25.8,11.5,63.0,4.8
2024-02-05,MOCK_AWS_05,4.5,22.3,11.0,54.0,2.4
2024-02-06,MOCK_AWS_05,,,,,
2024-02-07,MOCK_AWS_05,0.0,27.2,11.7,66.0,5.1
2024-02-08,MOCK_AWS_05,0.0,28.5,12.0,72.0,4.4
2024-02-09,MOCK_AWS_05,0.0,27.4,11.6,59.0,4.2
2024-02-10,MOCK_AWS_05,3.4,23.9,11.6,57.0,6.1
2024-02-11,MOCK_AWS_05,0.0,24.4,9.5,53.0,3.6
2024-02-12,MOCK_AWS_05,0.0,22.9,8.9,57.0,3.1
2024-02-13,MOCK_AWS_05,0.0,25.6,10.3,57.0,3.7
2024-02-14,MOCK_AWS_05,0.0,26.3,10.5,63.0,4.2
2024-02-15,MOCK_AWS_05,0.0,26.9,11.9,60.0,4.1
2024-02-16,MOCK_AWS_05,0.0,24.6,11.0,59.0,5.1
2024-02-17,MOCK_AWS_05,0.0,25.7,11.1,60.0,6.6
2024-02-18,MOCK_AWS_05,0.0,26.3,11.7,58.0,9.0
2024-02-19,MOCK_AWS_05,0.0,29.0,14.1,61.0,9.5
2024-02-20,MOCK_AWS_05,0.0,25.4,10.6,59.0,8.1
2024-02-21,MOCK_AWS_05,0.0,26.5,11.6,61.0,8.3
2024-02-22,MOCK_AWS_05,0.0,26.1,12.5,58.0,7.0
2024-02-23,MOCK_AWS_05,0.0,26.8,12.0,58.0,6.7
2024-02-24,MOCK_AWS_05,0.0,23.9,10.2,56.0,6.1
2024-02-25,MOCK_AWS_05,0.0,22.4,8.4,60.0,10.1
2024-02-26,MOCK_AWS_05,0.0,24.4,10.1,58.0,6.0
2024-02-27,MOCK_AWS_05,0.0,27.4,12.7,58.0,8.3
2024-02-28,MOCK_AWS_05,0.0,28.3,12.9,55.0,4.5
2024-02-29,MOCK_AWS_05,0.0,30.2,15.7,56.0,4.1
2024-03-01,MOCK_AWS_05,0.0,25.6,10.7,54.0,8.4
2024-03-02,MOCK_AWS_05,0.0,22.4,8.5,50.0,2.8
2024-03-03,MOCK_AWS_05,0.0,21.7,7.6,56.0,8.6
2024-03-04,MOCK_AWS_05,0.0,24.2,10.7,57.0,8.5
2024-03-05,MOCK_AWS_05,0.0,27.8,11.0,53.0,9.8
2024-03-06,MOCK_AWS_05,0.0,27.5,13.8,53.0,8.8
2024-03-07,MOCK_AWS_05,0.0,30.5,14.1,50.0,13.6
2024-03-08,MOCK_AWS_05,0.0,28.4,13.8,51.0,9.7
2024-03-09,MOCK_AWS_05,0.0,31.9,15.1,54.0,6.7
2024-03-10,MOCK_AWS_05,0.0,35.2,17.8,55.0,9.5
2024-03-11,MOCK_AWS_05,0.0,29.9,14.6,58.0,11.4
2024-03-12,MOCK_AWS_05,0.0,31.5,14.7,49.0,13.3
2024-03-13,MOCK_AWS_05,0.0,32.8,16.7,51.0,4.6
2024-03-14,MOCK_AWS_05,10.1,24.6,13.3,45.0,5.6
2024-03-15,MOCK_AWS_05,0.0,28.8,12.7,54.0,6.9
2024-03-16,MOCK_AWS_05,25.7,23.2,14.1,40.0,10.8
2024-03-17,MOCK_AWS_05,0.0,30.1,14.0,49.0,14.8
2024-03-18,MOCK_AWS_05,0.0,30.8,15.7,53.0,6.1
2024-03-19,MOCK_AWS_05,0.0,33.5,18.4,55.0,7.8
2024-03-20,MOCK_AWS_05,0.0,34.1,16.3,50.0,6.4
2024-03-21,MOCK_AWS_05,0.0,33.7,17.5,51.0,9.1
2024-03-22,MOCK_AWS_05,0.0,36.9,19.6,52.0,7.7
2024-03-23,MOCK_AWS_05,0.0,37.4,19.2,45.0,6.1
2024-03-24,MOCK_AWS_05,0.0,35.4,18.0,52.0,6.7
2024-03-25,MOCK_AWS_05,0.0,36.0,18.7,42.0,12.8
2024-03-26,MOCK_AWS_05,,,,,
2024-03-27,MOCK_AWS_05,0.0,33.6,16.0,49.0,8.3
2024-03-28,MOCK_AWS_05,0.0,31.7,15.1,47.0,7.0
2024-03-29,MOCK_AWS_05,0.0,31.9,15.6,47.0,13.2
2024-03-30,MOCK_AWS_05,0.0,36.9,18.8,45.0,9.6
2024-03-31,MOCK_AWS_05,0.0,35.9,19.4,43.0,12.4
2024-04-01,MOCK_AWS_05,0.0,38.2,19.0,47.0,7.5
2024-04-02,MOCK_AWS_05,0.0,37.6,21.2,48.0,11.2
2024-04-03,MOCK_AWS_05,2.4,38.5,21.2,35.0,11.9
2024-04-04,MOCK_AWS_05,0.0,37.2,19.7,44.0,15.0
2024-04-05,MOCK_AWS_05,0.0,36.2,19.2,46.0,15.2
2024-04-06,MOCK_AWS_05,0.0,37.7,19.1,42.0,10.4
2024-04-07,MOCK_AWS_05,0.0,36.1,18.8,40.0,7.7
2024-04-08,MOCK_AWS_05,0.0,35.1,17.5,43.0,8.4
2024-04-09,MOCK_AWS_05,0.0,36.6,18.6,41.0,8.0
2024-04-10,MOCK_AWS_05,0.0,33.1,15.6,40.0,7.9
2024-04-11,MOCK_AWS_05,0.0,35.3,19.6,37.0,7.8
2024-04-12,MOCK_AWS_05,0.0,34.7,17.9,33.0,7.2
2024-04-13,MOCK_AWS_05,0.0,32.1,16.3,43.0,7.9
2024-04-14,MOCK_AWS_05,0.0,36.2,18.7,38.0,9.6
2024-04-15,MOCK_AWS_05,0.0,36.2,19.4,38.0,8.9
2024-04-16,MOCK_AWS_05,0.0,38.4,20.9,42.0,10.8
2024-04-17,MOCK_AWS_05,0.0,41.5,25.0,39.0,18.3
2024-04-18,MOCK_AWS_05,0.0,44.0,23.4,36.0,10.6
2024-04-19,MOCK_AWS_05,0.0,42.5,25.0,41.0,10.3
2024-04-20,MOCK_AWS_05,0.0,42.7,25.2,36.0,9.9
2024-04-21,MOCK_AWS_05,0.0,43.4,27.2,33.0,8.3
2024-04-22,MOCK_AWS_05,0.0,44.2,25.4,40.0,14.4
2024-04-23,MOCK_AWS_05,0.0,40.8,23.2,36.0,18.5
2024-04-24,MOCK_AWS_05,0.0,36.5,20.9,44.0,10.7
2024-04-25,MOCK_AWS_05,0.0,39.0,22.5,39.0,7.3
2024-04-26,MOCK_AWS_05,0.0,37.9,21.7,39.0,7.5
2024-04-27,MOCK_AWS_05,0.0,38.0,21.1,36.0,9.4
2024-04-28,MOCK_AWS_05,,,,,
2024-04-29,MOCK_AWS_05,0.0,39.4,23.8,36.0,10.4
2024-04-30,MOCK_AWS_05,0.0,38.0,21.8,35.0,5.8
2024-05-01,MOCK_AWS_05,0.0,36.4,21.2,39.0,7.4
2024-05-02,MOCK_AWS_05,,,,,
2024-05-03,MOCK_AWS_05,0.0,38.9,23.0,36.0,6.8
2024-05-04,MOCK_AWS_05,0.0,37.7,20.5,37.0,6.9
2024-05-05,MOCK_AWS_05,0.0,42.3,24.3,36.0,8.9
2024-05-06,MOCK_AWS_05,0.0,42.0,25.9,40.0,7.5
2024-05-07,MOCK_AWS_05,0.0,42.7,26.0,43.0,10.1
2024-05-08,MOCK_AWS_05,0.0,43.0,25.3,34.0,18.9
2024-05-09,MOCK_AWS_05,0.0,41.4,24.7,39.0,15.3
2024-05-10,MOCK_AWS_05,0.0,42.9,25.9,38.0,10.9
2024-05-11,MOCK_AWS_05,0.0,42.4,24.6,36.0,12.9
2024-05-12,MOCK_AWS_05,0.0,44.1,27.5,38.0,22.7
2024-05-13,MOCK_AWS_05,0.0,45.8,28.7,42.0,15.0
2024-05-14,MOCK_AWS_05,0.0,45.8,27.9,39.0,16.6
2024-05-15,MOCK_AWS_05,0.0,43.7,26.1,40.0,14.4
2024-05-16,MOCK_AWS_05,0.0,42.2,24.7,38.0,23.2
2024-05-17,MOCK_AWS_05,0.3,40.1,25.2,39.0,15.4
2024-05-18,MOCK_AWS_05,0.0,41.5,24.7,33.0,17.6
2024-05-19,MOCK_AWS_05,0.0,42.8,25.6,37.0,14.4
2024-05-20,MOCK_AWS_05,0.0,45.4,29.2,41.0,14.7
2024-05-21,MOCK_AWS_05,0.0,44.0,28.7,39.0,9.0
2024-05-22,MOCK_AWS_05,0.0,42.5,26.1,42.0,12.0
2024-05-23,MOCK_AWS_05,0.0,39.2,24.9,37.0,13.3
2024-05-24,MOCK_AWS_05,0.0,41.1,24.5,43.0,12.1
2024-05-25,MOCK_AWS_05,,,,,
2024-05-26,MOCK_AWS_05,0.0,40.1,25.1,41.0,9.6
2024-05-27,MOCK_AWS_05,0.0,41.5,24.4,45.0,8.7
2024-05-28,MOCK_AWS_05,0.0,43.5,27.4,50.0,11.3
2024-05-29,MOCK_AWS_05,0.0,40.9,27.0,48.0,8.4
2024-05-30,MOCK_AWS_05,0.0,41.2,26.2,45.0,12.0
2024-05-31,MOCK_AWS_05,0.0,42.6,28.3,41.0,16.8
2024-06-01,MOCK_AWS_05,0.0,43.9,29.5,47.0,12.1
2024-06-02,MOCK_AWS_05,0.0,44.2,30.2,42.0,13.0
2024-06-03,MOCK_AWS_05,0.0,41.4,26.6,45.0,7.8
2024-06-04,MOCK_AWS_05,0.0,44.5,30.2,45.0,14.2
2024-06-05,MOCK_AWS_05,0.0,42.8,27.9,46.0,15.1
2024-06-06,MOCK_AWS_05,0.0,41.3,27.3,50.0,8.8
2024-06-07,MOCK_AWS_05,0.0,39.1,24.8,51.0,13.0
2024-06-08,MOCK_AWS_05,0.0,38.3,24.8,43.0,10.3
2024-06-09,MOCK_AWS_05,0.0,40.5,26.5,51.0,11.2
2024-06-10,MOCK_AWS_05,0.0,38.5,25.2,45.0,15.8
2024-06-11,MOCK_AWS_05,0.0,39.1,26.7,47.0,11.9
2024-06-12,MOCK_AWS_05,0.0,36.3,24.6,43.0,7.3
2024-06-13,MOCK_AWS_05,0.0,39.9,26.5,51.0,9.4
2024-06-14,MOCK_AWS_05,,,,,
2024-06-15,MOCK_AWS_05,0.0,40.8,27.1,51.0,10.0
2024-06-16,MOCK_AWS_05,1.0,38.5,26.4,55.0,13.9
2024-06-17,MOCK_AWS_05,0.0,40.1,27.0,54.0,14.3
2024-06-18,MOCK_AWS_05,0.0,38.6,26.5,44.0,7.5
2024-06-19,MOCK_AWS_05,0.0,36.2,25.2,47.0,12.2
2024-06-20,MOCK_AWS_05,0.0,35.9,25.5,41.0,15.6
2024-06-21,MOCK_AWS_05,38.9,34.0,27.7,48.0,13.2
2024-06-22,MOCK_AWS_05,5.2,35.0,26.4,43.0,13.6
2024-06-23,MOCK_AWS_05,0.0,37.1,25.2,50.0,10.7
2024-06-24,MOCK_AWS_05,0.0,38.4,27.9,55.0,11.2
2024-06-25,MOCK_AWS_05,0.0,39.8,26.8,47.0,10.9
2024-06-26,MOCK_AWS_05,0.0,38.2,27.7,56.0,13.7
2024-06-27,MOCK_AWS_05,0.0,42.3,30.5,61.0,9.2
2024-06-28,MOCK_AWS_05,2.8,37.6,28.8,51.0,10.3
2024-06-29,MOCK_AWS_05,10.4,33.1,27.9,48.0,7.5
2024-06-30,MOCK_AWS_05,0.0,36.8,26.2,57.0,8.2
2024-07-01,MOCK_AWS_05,10.2,34.7,28.2,48.0,12.0
2024-07-02,MOCK_AWS_05,,,,,
2024-07-03,MOCK_AWS_05,0.0,34.6,24.5,61.0,7.0
2024-07-04,MOCK_AWS_05,55.2,27.3,25.1,50.0,7.4
2024-07-05,MOCK_AWS_05,0.2,32.6,22.7,68.0,12.3
2024-07-06,MOCK_AWS_05,10.0,30.7,22.8,51.0,11.9
2024-07-07,MOCK_AWS_05,0.0,35.0,25.9,65.0,4.5
2024-07-08,MOCK_AWS_05,0.0,34.8,24.2,63.0,4.7
2024-07-09,MOCK_AWS_05,0.0,31.7,22.8,71.0,5.6
2024-07-10,MOCK_AWS_05,1.5,30.7,23.6,55.0,5.9
2024-07-11,MOCK_AWS_05,0.0,29.8,23.0,73.0,5.9
2024-07-12,MOCK_AWS_05,0.0,34.4,25.8,72.0,5.9
2024-07-13,MOCK_AWS_05,0.0,34.3,25.1,75.0,8.2
2024-07-14,MOCK_AWS_05,0.0,33.8,25.1,63.0,7.0
2024-07-15,MOCK_AWS_05,0.0,34.0,25.5,75.0,15.7
2024-07-16,MOCK_AWS_05,0.0,36.3,26.3,80.0,13.9
2024-07-17,MOCK_AWS_05,0.0,35.0,26.1,76.0,11.7
2024-07-18,MOCK_AWS_05,0.0,31.5,23.4,73.0,6.2
2024-07-19,MOCK_AWS_05,,,,,
2024-07-20,MOCK_AWS_05,0.0,33.3,24.7,75.0,12.9
2024-07-21,MOCK_AWS_05,0.0,32.3,23.6,75.0,9.9
2024-07-22,MOCK_AWS_05,0.0,31.7,24.9,72.0,8.5
2024-07-23,MOCK_AWS_05,0.0,33.5,23.7,72.0,10.1
2024-07-24,MOCK_AWS_05,4.1,28.8,23.8,57.0,5.1
2024-07-25,MOCK_AWS_05,0.0,34.0,25.2,80.0,7.5
2024-07-26,MOCK_AWS_05,0.0,32.4,24.6,78.0,9.0
2024-07-27,MOCK_AWS_05,0.0,36.1,26.8,73.0,5.7
2024-07-28,MOCK_AWS_05,0.0,37.6,28.8,77.0,8.0
2024-07-29,MOCK_AWS_05,0.0,37.6,27.8,77.0,6.1
2024-07-30,MOCK_AWS_05,3.4,38.0,30.2,72.0,8.8
2024-07-31,MOCK_AWS_05,0.0,35.5,29.3,61.0,9.1
2024-08-01,MOCK_AWS_05,17.6,31.9,27.7,60.0,7.1
2024-08-02,MOCK_AWS_05,0.0,36.4,28.8,75.0,9.7
2024-08-03,MOCK_AWS_05,0.0,38.3,29.7,75.0,11.5
2024-08-04,MOCK_AWS_05,,,,,
2024-08-05,MOCK_AWS_05,0.0,36.9,27.5,73.0,8.9
2024-08-06,MOCK_AWS_05,0.0,37.4,27.8,82.0,5.5
2024-08-07,MOCK_AWS_05,0.0,38.5,28.9,79.0,10.7
2024-08-08,MOCK_AWS_05,0.0,41.2,31.4,75.0,7.4
2024-08-09,MOCK_AWS_05,0.0,32.0,27.2,65.0,11.3
2024-08-10,MOCK_AWS_05,0.0,36.1,27.1,74.0,8.1
2024-08-11,MOCK_AWS_05,0.0,35.7,27.5,78.0,10.9
2024-08-12,MOCK_AWS_05,12.6,27.5,23.9,64.0,7.3
2024-08-13,MOCK_AWS_05,0.0,34.8,27.7,84.0,11.0
2024-08-14,MOCK_AWS_05,0.0,33.0,25.3,80.0,9.1
2024-08-15,MOCK_AWS_05,0.0,35.9,26.2,80.0,15.4
2024-08-16,MOCK_AWS_05,0.0,31.6,24.2,77.0,11.2
2024-08-17,MOCK_AWS_05,0.0,33.4,24.8,77.0,7.5
2024-08-18,MOCK_AWS_05,0.0,31.6,23.6,78.0,10.0
2024-08-19,MOCK_AWS_05,0.0,35.5,25.3,79.0,6.7
2024-08-20,MOCK_AWS_05,0.0,35.2,26.2,70.0,7.8
2024-08-21,MOCK_AWS_05,0.0,37.1,26.5,73.0,2.8
2024-08-22,MOCK_AWS_05,0.0,36.2,26.7,78.0,6.2
2024-08-23,MOCK_AWS_05,16.2,29.7,26.1,66.0,7.0
2024-08-24,MOCK_AWS_05,0.0,34.0,24.5,67.0,7.5
2024-08-25,MOCK_AWS_05,0.0,35.0,25.3,77.0,7.9
2024-08-26,MOCK_AWS_05,0.0,32.6,23.8,74.0,6.5
2024-08-27,MOCK_AWS_05,0.0,33.1,23.8,73.0,4.9
2024-08-28,MOCK_AWS_05,,,,,
2024-08-29,MOCK_AWS_05,0.0,32.9,23.8,80.0,11.6
2024-08-30,MOCK_AWS_05,0.0,35.5,24.6,78.0,5.7
2024-08-31,MOCK_AWS_05,0.0,35.9,23.8,76.0,9.6
2024-09-01,MOCK_AWS_05,0.0,30.5,22.7,78.0,7.1
2024-09-02,MOCK_AWS_05,0.0,32.4,23.1,72.0,10.3
2024-09-03,MOCK_AWS_05,0.0,33.8,23.3,79.0,5.0
2024-09-04,MOCK_AWS_05,0.0,36.6,26.6,75.0,3.8
2024-09-05,MOCK_AWS_05,0.0,37.9,26.8,73.0,3.4
2024-09-06,MOCK_AWS_05,0.0,38.2,26.9,80.0,4.5
2024-09-07,MOCK_AWS_05,0.0,33.2,23.5,87.0,3.4
2024-09-08,MOCK_AWS_05,7.5,30.0,22.8,65.0,3.0
2024-09-09,MOCK_AWS_05,1.9,33.1,24.0,64.0,5.7
2024-09-10,MOCK_AWS_05,0.0,29.8,23.8,57.0,5.2
2024-09-11,MOCK_AWS_05,0.0,32.5,22.1,76.0,12.9
2024-09-12,MOCK_AWS_05,0.0,30.8,20.4,74.0,6.8
2024-09-13,MOCK_AWS_05,0.0,31.6,22.3,74.0,8.0
2024-09-14,MOCK_AWS_05,0.0,33.3,22.4,72.0,6.7
2024-09-15,MOCK_AWS_05,0.0,31.3,19.2,70.0,9.6
2024-09-16,MOCK_AWS_05,,,,,
2024-09-17,MOCK_AWS_05,0.0,34.6,23.1,70.0,10.2
2024-09-18,MOCK_AWS_05,0.0,36.3,24.8,70.0,12.7
2024-09-19,MOCK_AWS_05,0.0,38.4,25.9,69.0,8.1
2024-09-20,MOCK_AWS_05,0.0,36.5,22.6,69.0,8.7
2024-09-21,MOCK_AWS_05,0.0,36.0,23.9,70.0,9.7
2024-09-22,MOCK_AWS_05,0.0,34.8,23.5,71.0,6.3
2024-09-23,MOCK_AWS_05,0.0,35.0,24.0,64.0,5.4
2024-09-24,MOCK_AWS_05,0.0,36.9,24.4,65.0,3.6
2024-09-25,MOCK_AWS_05,0.0,36.1,23.0,69.0,4.0
2024-09-26,MOCK_AWS_05,0.0,34.2,19.9,67.0,4.1
2024-09-27,MOCK_AWS_05,0.0,32.1,19.3,69.0,5.7
2024-09-28,MOCK_AWS_05,0.0,33.3,20.3,63.0,6.1
2024-09-29,MOCK_AWS_05,0.0,34.6,19.5,68.0,9.3
2024-09-30,MOCK_AWS_05,0.0,32.3,17.7,63.0,7.4
2024-10-01,MOCK_AWS_05,0.0,33.0,20.3,58.0,5.7
2024-10-02,MOCK_AWS_05,0.0,31.4,18.4,65.0,5.1
2024-10-03,MOCK_AWS_05,0.0,30.4,17.5,62.0,3.2
2024-10-04,MOCK_AWS_05,0.0,30.2,17.8,64.0,11.2
2024-10-05,MOCK_AWS_05,0.0,33.8,19.4,62.0,9.2
2024-10-06,MOCK_AWS_05,0.0,32.8,18.9,58.0,7.6
2024-10-07,MOCK_AWS_05,0.0,35.1,20.7,65.0,5.1
2024-10-08,MOCK_AWS_05,0.0,33.2,17.9,61.0,5.5
2024-10-09,MOCK_AWS_05,0.0,34.6,19.5,60.0,4.1
2024-10-10,MOCK_AWS_05,0.0,34.4,18.8,57.0,11.8
2024-10-11,MOCK_AWS_05,0.0,35.5,19.4,57.0,4.8
2024-10-12,MOCK_AWS_05,0.0,34.3,18.8,61.0,4.5
2024-10-13,MOCK_AWS_05,0.0,30.3,15.5,55.0,5.2
2024-10-14,MOCK_AWS_05,0.0,36.3,18.2,48.0,4.6
2024-10-15,MOCK_AWS_05,0.0,32.3,16.0,54.0,2.0
2024-10-16,MOCK_AWS_05,0.0,30.7,16.2,56.0,3.9
2024-10-17,MOCK_AWS_05,0.0,33.5,16.6,61.0,4.8
2024-10-18,MOCK_AWS_05,0.0,34.1,18.4,55.0,5.2
2024-10-19,MOCK_AWS_05,0.0,35.7,18.0,63.0,4.9
2024-10-20,MOCK_AWS_05,0.0,30.9,15.4,51.0,4.0
2024-10-21,MOCK_AWS_05,0.0,30.1,14.1,54.0,4.5
2024-10-22,MOCK_AWS_05,0.0,30.0,13.5,63.0,6.6
2024-10-23,MOCK_AWS_05,0.0,29.7,13.5,55.0,4.4
2024-10-24,MOCK_AWS_05,0.0,27.1,11.9,52.0,4.9
2024-10-25,MOCK_AWS_05,0.0,31.4,15.4,64.0,3.6
2024-10-26,MOCK_AWS_05,0.0,33.5,16.6,57.0,7.5
2024-10-27,MOCK_AWS_05,0.0,30.6,14.7,54.0,6.8
2024-10-28,MOCK_AWS_05,0.0,32.0,14.8,53.0,6.2
2024-10-29,MOCK_AWS_05,0.0,29.7,13.3,62.0,7.0
2024-10-30,MOCK_AWS_05,,,,,
2024-10-31,MOCK_AWS_05,0.0,29.0,12.9,54.0,7.1
2024-11-01,MOCK_AWS_05,0.0,28.1,12.6,60.0,4.5
2024-11-02,MOCK_AWS_05,0.0,30.5,15.9,60.0,2.7
2024-11-03,MOCK_AWS_05,0.0,33.0,15.4,58.0,3.2
2024-11-04,MOCK_AWS_05,0.0,29.0,12.4,57.0,2.8
2024-11-05,MOCK_AWS_05,0.0,28.7,11.0,59.0,3.1
2024-11-06,MOCK_AWS_05,0.0,26.7,11.4,66.0,5.6
2024-11-07,MOCK_AWS_05,0.0,25.4,8.8,59.0,4.9
2024-11-08,MOCK_AWS_05,0.0,24.0,8.1,54.0,3.9
2024-11-09,MOCK_AWS_05,0.0,23.6,9.8,53.0,6.1
2024-11-10,MOCK_AWS_05,0.0,27.6,10.7,61.0,5.7
2024-11-11,MOCK_AWS_05,0.0,28.6,12.5,57.0,2.7
2024-11-12,MOCK_AWS_05,0.0,33.1,14.6,64.0,3.2
2024-11-13,MOCK_AWS_05,0.0,30.9,13.7,63.0,3.0
2024-11-14,MOCK_AWS_05,0.0,29.9,14.1,60.0,4.4
2024-11-15,MOCK_AWS_05,0.0,29.4,13.2,64.0,3.9
2024-11-16,MOCK_AWS_05,0.0,29.9,13.2,57.0,5.8
2024-11-17,MOCK_AWS_05,0.0,27.0,11.6,56.0,5.7
2024-11-18,MOCK_AWS_05,0.0,27.9,12.3,56.0,4.3
2024-11-19,MOCK_AWS_05,0.0,29.0,11.3,62.0,6.8
2024-11-20,MOCK_AWS_05,0.0,30.2,12.4,56.0,5.1
2024-11-21,MOCK_AWS_05,0.0,29.9,12.4,53.0,6.5
2024-11-22,MOCK_AWS_05,0.0,26.8,11.8,66.0,6.4
2024-11-23,MOCK_AWS_05,0.0,25.0,9.7,58.0,3.0
2024-11-24,MOCK_AWS_05,0.0,22.0,7.3,63.0,5.0
2024-11-25,MOCK_AWS_05,0.0,22.2,7.8,55.0,7.1
2024-11-26,MOCK_AWS_05,0.0,25.9,9.4,57.0,5.6
2024-11-27,MOCK_AWS_05,0.0,25.5,9.9,61.0,6.5
2024-11-28,MOCK_AWS_05,,,,,
2024-11-29,MOCK_AWS_05,0.0,26.6,9.9,58.0,4.5
2024-11-30,MOCK_AWS_05,0.0,26.6,11.6,59.0,4.8
2024-12-01,MOCK_AWS_05,0.0,25.0,9.7,62.0,3.1
2024-12-02,MOCK_AWS_05,0.0,24.9,9.0,63.0,5.2
2024-12-03,MOCK_AWS_05,0.0,24.1,9.0,62.0,3.1
2024-12-04,MOCK_AWS_05,0.0,23.0,7.6,66.0,3.6
2024-12-05,MOCK_AWS_05,0.0,19.9,7.4,58.0,3.1
2024-12-06,MOCK_AWS_05,0.0,23.6,8.6,66.0,3.1
2024-12-07,MOCK_AWS_05,0.0,24.6,9.7,71.0,5.0
2024-12-08,MOCK_AWS_05,0.0,21.8,7.0,57.0,4.7
2024-12-09,MOCK_AWS_05,0.0,21.3,7.4,63.0,5.7
2024-12-10,MOCK_AWS_05,0.0,24.8,8.5,63.0,13.3
2024-12-11,MOCK_AWS_05,0.0,25.6,9.3,68.0,6.6
2024-12-12,MOCK_AWS_05,0.0,22.3,7.5,80.0,8.2
2024-12-13,MOCK_AWS_05,0.0,22.6,8.4,57.0,5.0
2024-12-14,MOCK_AWS_05,0.0,24.3,7.6,66.0,3.8
2024-12-15,MOCK_AWS_05,0.0,20.8,7.3,67.0,4.4
2024-12-16,MOCK_AWS_05,0.0,22.9,9.1,61.0,4.8
2024-12-17,MOCK_AWS_05,0.0,25.3,10.6,63.0,3.8
2024-12-18,MOCK_AWS_05,,,,,
2024-12-19,MOCK_AWS_05,0.0,23.4,9.1,67.0,5.4
2024-12-20,MOCK_AWS_05,0.0,23.7,9.4,59.0,4.0
2024-12-21,MOCK_AWS_05,0.0,26.2,9.9,69.0,5.5
2024-12-22,MOCK_AWS_05,0.0,20.2,7.0,63.0,3.2
