source,block_id,valid_date,issue_date,lead_day,rain_mm,tmax_c,tmin_c,rh_mean_pct,wind_kmh
mock_nwp_a,MB02,2024-08-13,2024-08-10,3,0.68,37.15,23.53,65.3,11.34
mock_nwp_a,MB03,2024-08-13,2024-08-10,3,0.0,38.68,31.68,81.4,14.99
mock_nwp_a,MB04,2024-08-13,2024-08-10,3,2.21,34.53,23.73,72.4,10.44
mock_nwp_a,MB05,2024-08-13,2024-08-10,3,0.0,34.77,27.45,57.0,18.61
mock_nwp_a,MB06,2024-08-13,2024-08-10,3,0.0,37.6,27.49,74.7,19.38
mock_nwp_a,MB01,2024-08-14,2024-08-11,3,0.0,34.89,24.46,70.6,9.44
mock_nwp_a,MB02,2024-08-14,2024-08-11,3,0.0,31.46,26.77,66.3,7.02
mock_nwp_a,MB03,2024-08-14,2024-08-11,3,0.0,34.62,27.95,82.2,12.33
mock_nwp_a,MB04,2024-08-14,2024-08-11,3,1.64,30.19,24.25,76.4,9.42
mock_nwp_a,MB05,2024-08-14,2024-08-11,3,0.0,33.97,26.49,82.3,12.4
mock_nwp_a,MB06,2024-08-14,2024-08-11,3,0.0,31.89,25.42,63.7,19.03
mock_nwp_a,MB01,2024-08-15,2024-08-12,3,3.58,33.72,28.61,64.6,21.85
mock_nwp_a,MB02,2024-08-15,2024-08-12,3,0.0,32.89,29.66,69.0,12.64
mock_nwp_a,MB03,2024-08-15,2024-08-12,3,0.0,36.55,27.89,67.5,17.44
mock_nwp_a,MB04,2024-08-15,2024-08-12,3,0.0,36.5,26.7,64.9,8.94
mock_nwp_a,MB05,2024-08-15,2024-08-12,3,0.0,36.09,24.66,64.5,18.84
mock_nwp_a,MB06,2024-08-15,2024-08-12,3,0.0,34.62,28.02,89.9,15.71
mock_nwp_a,MB01,2024-08-16,2024-08-13,3,0.0,33.96,22.2,72.4,11.79
mock_nwp_a,MB02,2024-08-16,2024-08-13,3,0.0,30.46,21.2,73.7,16.1
mock_nwp_a,MB03,2024-08-16,2024-08-13,3,0.93,29.39,23.84,87.6,21.26
mock_nwp_a,MB04,2024-08-16,2024-08-13,3,5.07,33.14,21.86,59.3,8.83
mock_nwp_a,MB05,2024-08-16,2024-08-13,3,0.0,32.79,26.19,41.9,8.13
mock_nwp_a,MB06,2024-08-16,2024-08-13,3,0.87,29.3,24.64,76.7,12.52
mock_nwp_a,MB01,2024-08-17,2024-08-14,3,0.0,27.87,28.39,87.9,10.73
mock_nwp_a,MB02,2024-08-17,2024-08-14,3,0.0,33.02,26.92,93.7,11.77
mock_nwp_a,MB03,2024-08-17,2024-08-14,3,0.0,32.11,24.05,76.8,12.13
mock_nwp_a,MB04,2024-08-17,2024-08-14,3,0.0,31.54,29.0,80.9,12.81
mock_nwp_a,MB05,2024-08-17,2024-08-14,3,0.0,32.99,23.8,64.9,10.88
mock_nwp_a,MB06,2024-08-17,2024-08-14,3,1.36,31.69,26.39,77.7,14.09
mock_nwp_a,MB01,2024-08-18,2024-08-15,3,0.0,33.92,26.64,88.3,11.87
mock_nwp_a,MB02,2024-08-18,2024-08-15,3,0.0,34.08,24.28,72.2,9.33
mock_nwp_a,MB03,2024-08-18,2024-08-15,3,0.0,33.09,23.63,69.3,18.3
mock_nwp_a,MB04,2024-08-18,2024-08-15,3,0.0,31.49,24.13,58.0,10.43
mock_nwp_a,MB05,2024-08-18,2024-08-15,3,0.0,31.98,22.47,56.2,19.44
mock_nwp_a,MB06,2024-08-18,2024-08-15,3,0.0,31.38,24.17,79.1,16.87
mock_nwp_a,MB01,2024-08-19,2024-08-16,3,0.0,34.13,23.86,66.0,12.92
mock_nwp_a,MB02,2024-08-19,2024-08-16,3,4.07,34.75,25.86,60.2,13.53
mock_nwp_a,MB03,2024-08-19,2024-08-16,3,0.0,37.03,26.64,75.0,4.67
mock_nwp_a,MB04,2024-08-19,2024-08-16,3,0.0,35.81,26.14,77.0,8.04
mock_nwp_a,MB05,2024-08-19,2024-08-16,3,0.0,35.07,26.06,59.0,12.02
mock_nwp_a,MB06,2024-08-19,2024-08-16,3,0.0,35.2,23.99,80.7,15.05
mock_nwp_a,MB01,2024-08-20,2024-08-17,3,1.11,35.26,27.09,74.7,5.5
mock_nwp_a,MB02,2024-08-20,2024-08-17,3,0.0,36.95,25.76,66.9,5.03
mock_nwp_a,MB03,2024-08-20,2024-08-17,3,0.0,35.31,26.77,80.6,7.25
mock_nwp_a,MB04,2024-08-20,2024-08-17,3,0.86,35.78,28.57,56.8,11.75
mock_nwp_a,MB05,2024-08-20,2024-08-17,3,0.0,31.13,31.12,58.3,4.66
mock_nwp_a,MB06,2024-08-20,2024-08-17,3,0.0,33.72,26.39,81.4,7.67
mock_nwp_a,MB01,2024-08-21,2024-08-18,3,0.0,38.47,27.99,85.9,4.11
mock_nwp_a,MB02,2024-08-21,2024-08-18,3,0.0,35.64,24.98,83.0,3.42
mock_nwp_a,MB03,2024-08-21,2024-08-18,3,0.0,36.34,30.13,77.2,4.52
mock_nwp_a,MB04,2024-08-21,2024-08-18,3,0.93,37.4,27.54,78.3,6.88
mock_nwp_a,MB05,2024-08-21,2024-08-18,3,0.0,38.45,25.22,74.3,2.91
mock_nwp_a,MB06,2024-08-21,2024-08-18,3,0.0,41.28,27.36,79.1,4.63
mock_nwp_a,MB01,2024-08-22,2024-08-19,3,0.0,39.04,26.88,87.8,5.9
mock_nwp_a,MB02,2024-08-22,2024-08-19,3,0.0,37.82,28.18,59.6,5.18
mock_nwp_a,MB03,2024-08-22,2024-08-19,3,0.0,36.03,22.86,70.3,7.34
mock_nwp_a,MB04,2024-08-22,2024-08-19,3,0.0,33.8,27.01,82.0,10.09
mock_nwp_a,MB05,2024-08-22,2024-08-19,3,0.0,35.38,32.69,78.2,8.82
mock_nwp_a,MB06,2024-08-22,2024-08-19,3,0.0,35.29,29.23,88.8,13.94
mock_nwp_a,MB01,2024-08-23,2024-08-20,3,0.0,27.72,28.22,64.7,16.48
mock_nwp_a,MB02,2024-08-23,2024-08-20,3,9.25,28.53,24.77,73.9,6.18
mock_nwp_a,MB03,2024-08-23,2024-08-20,3,0.0,33.67,28.73,85.1,12.52
mock_nwp_a,MB04,2024-08-23,2024-08-20,3,18.69,28.58,28.57,52.4,10.16
mock_nwp_a,MB05,2024-08-23,2024-08-20,3,65.6,24.04,27.68,73.7,8.57
mock_nwp_a,MB06,2024-08-23,2024-08-20,3,0.0,26.54,24.53,77.0,8.08
mock_nwp_a,MB01,2024-08-24,2024-08-21,3,0.0,33.87,27.12,80.9,5.94
mock_nwp_a,MB02,2024-08-24,2024-08-21,3,0.0,33.29,26.55,80.5,10.13
mock_nwp_a,MB03,2024-08-24,2024-08-21,3,7.1,33.51,26.39,69.4,4.85
mock_nwp_a,MB04,2024-08-24,2024-08-21,3,0.0,35.25,23.5,77.1,6.95
mock_nwp_a,MB05,2024-08-24,2024-08-21,3,0.0,32.63,25.11,95.1,9.37
mock_nwp_a,MB06,2024-08-24,2024-08-21,3,0.0,30.36,24.44,75.6,11.26
mock_nwp_a,MB01,2024-08-25,2024-08-22,3,2.2,35.08,27.7,67.2,9.93
mock_nwp_a,MB02,2024-08-25,2024-08-22,3,0.45,36.76,26.14,68.4,9.3
mock_nwp_a,MB03,2024-08-25,2024-08-22,3,0.0,36.66,29.21,65.1,7.3
mock_nwp_a,MB04,2024-08-25,2024-08-22,3,0.0,36.04,27.43,72.9,9.67
mock_nwp_a,MB05,2024-08-25,2024-08-22,3,0.0,33.89,24.58,61.2,16.99
mock_nwp_a,MB06,2024-08-25,2024-08-22,3,0.0,36.76,31.84,63.7,26.19
mock_nwp_a,MB01,2024-08-26,2024-08-23,3,0.0,30.61,26.08,67.3,5.46
mock_nwp_a,MB02,2024-08-26,2024-08-23,3,0.0,34.02,25.86,57.0,4.86
mock_nwp_a,MB03,2024-08-26,2024-08-23,3,0.0,36.18,26.43,79.6,4.18
mock_nwp_a,MB04,2024-08-26,2024-08-23,3,0.0,34.57,22.37,61.3,14.57
mock_nwp_a,MB05,2024-08-26,2024-08-23,3,0.0,36.05,25.05,76.0,6.04
mock_nwp_a,MB06,2024-08-26,2024-08-23,3,0.0,36.56,29.32,86.3,3.89
mock_nwp_a,MB01,2024-08-27,2024-08-24,3,0.0,32.34,23.45,76.0,3.86
mock_nwp_a,MB02,2024-08-27,2024-08-24,3,0.0,34.85,24.99,74.9,9.96
mock_nwp_a,MB03,2024-08-27,2024-08-24,3,0.0,33.29,24.53,92.0,12.86
mock_nwp_a,MB04,2024-08-27,2024-08-24,3,0.0,35.52,26.5,67.9,6.32
mock_nwp_a,MB05,2024-08-27,2024-08-24,3,0.0,35.99,20.44,71.2,3.4
mock_nwp_a,MB06,2024-08-27,2024-08-24,3,0.0,36.0,25.57,84.0,6.17
mock_nwp_a,MB01,2024-08-28,2024-08-25,3,0.0,28.57,23.42,61.8,6.5
mock_nwp_a,MB02,2024-08-28,2024-08-25,3,0.0,32.67,24.73,71.3,6.46
mock_nwp_a,MB03,2024-08-28,2024-08-25,3,3.1,30.32,23.14,99.4,5.19
mock_nwp_a,MB04,2024-08-28,2024-08-25,3,0.0,34.68,20.79,74.8,9.58
mock_nwp_a,MB05,2024-08-28,2024-08-25,3,0.0,29.26,25.2,64.4,10.29
mock_nwp_a,MB06,2024-08-28,2024-08-25,3,0.0,31.22,23.45,66.3,7.23
mock_nwp_a,MB01,2024-08-29,2024-08-26,3,0.0,35.57,22.04,71.1,15.39
mock_nwp_a,MB02,2024-08-29,2024-08-26,3,0.0,39.0,25.02,73.9,11.04
mock_nwp_a,MB03,2024-08-29,2024-08-26,3,0.0,34.71,22.33,89.3,18.66
mock_nwp_a,MB04,2024-08-29,2024-08-26,3,0.0,30.9,26.66,77.3,14.42
mock_nwp_a,MB05,2024-08-29,2024-08-26,3,0.0,33.59,26.82,60.1,13.33
mock_nwp_a,MB06,2024-08-29,2024-08-26,3,0.0,33.41,24.12,75.0,7.02
mock_nwp_a,MB01,2024-08-30,2024-08-27,3,0.0,36.58,22.98,85.9,10.31
mock_nwp_a,MB02,2024-08-30,2024-08-27,3,0.0,38.89,28.1,71.4,5.98
mock_nwp_a,MB03,2024-08-30,2024-08-27,3,0.0,36.91,24.19,83.1,10.74
mock_nwp_a,MB04,2024-08-30,2024-08-27,3,0.0,33.0,23.5,55.3,8.46
mock_nwp_a,MB05,2024-08-30,2024-08-27,3,0.0,37.42,24.55,79.9,7.49
mock_nwp_a,MB06,2024-08-30,2024-08-27,3,0.0,36.63,26.03,59.7,10.38
mock_nwp_a,MB01,2024-08-31,2024-08-28,3,0.0,34.1,26.57,73.8,8.72
mock_nwp_a,MB02,2024-08-31,2024-08-28,3,0.0,35.33,24.18,77.3,5.44
mock_nwp_a,MB03,2024-08-31,2024-08-28,3,0.0,36.69,27.82,56.3,5.23
mock_nwp_a,MB04,2024-08-31,2024-08-28,3,0.0,34.93,24.01,79.2,10.92
mock_nwp_a,MB05,2024-08-31,2024-08-28,3,0.0,36.15,25.6,55.8,7.97
mock_nwp_a,MB06,2024-08-31,2024-08-28,3,0.0,32.37,27.99,81.1,29.48
mock_nwp_a,MB01,2024-09-01,2024-08-29,3,0.0,33.1,20.11,68.8,5.57
mock_nwp_a,MB02,2024-09-01,2024-08-29,3,0.0,26.84,23.95,75.7,5.22
mock_nwp_a,MB03,2024-09-01,2024-08-29,3,0.0,31.65,23.14,71.1,12.89
mock_nwp_a,MB04,2024-09-01,2024-08-29,3,0.0,31.06,23.5,57.1,7.85
mock_nwp_a,MB05,2024-09-01,2024-08-29,3,1.51,28.67,20.66,55.7,6.26
mock_nwp_a,MB06,2024-09-01,2024-08-29,3,0.0,30.63,25.17,77.0,15.77
mock_nwp_a,MB01,2024-09-02,2024-08-30,3,0.0,36.24,26.85,69.7,9.73
mock_nwp_a,MB02,2024-09-02,2024-08-30,3,0.0,32.98,22.28,86.7,7.0
mock_nwp_a,MB03,2024-09-02,2024-08-30,3,0.0,35.93,22.07,71.6,10.82
mock_nwp_a,MB04,2024-09-02,2024-08-30,3,0.0,33.54,23.56,72.8,9.59
mock_nwp_a,MB05,2024-09-02,2024-08-30,3,0.0,34.12,25.48,62.2,9.27
mock_nwp_a,MB06,2024-09-02,2024-08-30,3,0.0,32.86,24.62,65.4,11.6
mock_nwp_a,MB01,2024-09-03,2024-08-31,3,0.0,29.75,21.3,76.9,7.55
mock_nwp_a,MB02,2024-09-03,2024-08-31,3,3.62,34.64,21.16,68.0,4.77
mock_nwp_a,MB03,2024-09-03,2024-08-31,3,0.0,31.79,22.65,78.8,4.22
mock_nwp_a,MB04,2024-09-03,2024-08-31,3,0.0,34.49,26.41,65.7,7.64
mock_nwp_a,MB05,2024-09-03,2024-08-31,3,0.0,35.69,22.66,80.0,6.71
mock_nwp_a,MB06,2024-09-03,2024-08-31,3,0.0,31.37,27.59,61.0,5.2
mock_nwp_a,MB01,2024-09-04,2024-09-01,3,0.0,38.1,25.43,68.9,2.46
mock_nwp_a,MB02,2024-09-04,2024-09-01,3,0.85,38.55,25.74,62.2,8.5
mock_nwp_a,MB03,2024-09-04,2024-09-01,3,1.38,36.28,25.4,72.1,4.65
mock_nwp_a,MB04,2024-09-04,2024-09-01,3,0.0,36.55,28.89,53.1,6.77
mock_nwp_a,MB05,2024-09-04,2024-09-01,3,0.0,35.79,23.15,85.6,3.43
mock_nwp_a,MB06,2024-09-04,2024-09-01,3,0.0,36.5,30.67,85.3,3.04
mock_nwp_a,MB01,2024-09-05,2024-09-02,3,0.0,41.73,28.6,90.8,2.92
mock_nwp_a,MB02,2024-09-05,2024-09-02,3,0.0,38.37,27.16,60.4,2.46
mock_nwp_a,MB03,2024-09-05,2024-09-02,3,0.0,39.5,24.96,55.9,3.82
mock_nwp_a,MB04,2024-09-05,2024-09-02,3,0.0,39.22,27.73,68.6,4.31
mock_nwp_a,MB05,2024-09-05,2024-09-02,3,0.0,39.17,27.03,79.7,4.79
mock_nwp_a,MB06,2024-09-05,2024-09-02,3,0.0,34.71,28.42,60.8,2.06
mock_nwp_a,MB01,2024-09-06,2024-09-03,3,12.25,34.06,28.68,67.4,5.17
mock_nwp_a,MB02,2024-09-06,2024-09-03,3,0.0,38.95,29.44,90.4,4.0
mock_nwp_a,MB03,2024-09-06,2024-09-03,3,0.0,41.47,26.12,73.0,3.66
mock_nwp_a,MB04,2024-09-06,2024-09-03,3,5.84,36.89,27.33,48.7,5.42
mock_nwp_a,MB05,2024-09-06,2024-09-03,3,0.0,37.09,27.09,62.0,11.17
mock_nwp_a,MB06,2024-09-06,2024-09-03,3,0.0,39.42,26.9,68.8,4.36
mock_nwp_a,MB01,2024-09-07,2024-09-04,3,0.0,30.85,24.38,53.5,4.95
mock_nwp_a,MB02,2024-09-07,2024-09-04,3,0.0,32.33,23.4,59.4,3.21
mock_nwp_a,MB03,2024-09-07,2024-09-04,3,3.32,34.11,24.4,41.0,5.69
mock_nwp_a,MB04,2024-09-07,2024-09-04,3,17.38,26.06,21.88,68.5,4.17
mock_nwp_a,MB05,2024-09-07,2024-09-04,3,23.35,24.72,26.08,81.8,4.51
mock_nwp_a,MB06,2024-09-07,2024-09-04,3,2.08,32.28,20.09,64.9,6.34
mock_nwp_a,MB01,2024-09-08,2024-09-05,3,11.18,27.25,20.73,65.2,5.01
mock_nwp_a,MB02,2024-09-08,2024-09-05,3,11.13,32.76,26.33,51.6,2.46
mock_nwp_a,MB03,2024-09-08,2024-09-05,3,0.81,29.21,26.47,64.9,3.72
mock_nwp_a,MB04,2024-09-08,2024-09-05,3,6.26,30.24,23.73,47.4,1.81
mock_nwp_a,MB05,2024-09-08,2024-09-05,3,0.0,28.43,23.56,61.3,6.85
mock_nwp_a,MB06,2024-09-08,2024-09-05,3,0.0,30.69,26.59,71.4,3.57
mock_nwp_a,MB01,2024-09-09,2024-09-06,3,0.82,31.99,24.54,65.3,5.51
mock_nwp_a,MB02,2024-09-09,2024-09-06,3,1.34,30.83,31.39,62.4,9.27
mock_nwp_a,MB03,2024-09-09,2024-09-06,3,0.0,34.7,27.52,68.7,6.48
mock_nwp_a,MB04,2024-09-09,2024-09-06,3,2.21,32.64,25.57,56.9,8.83
mock_nwp_a,MB05,2024-09-09,2024-09-06,3,0.89,32.63,24.79,59.5,6.1
mock_nwp_a,MB06,2024-09-09,2024-09-06,3,0.0,34.96,25.95,42.9,5.43
mock_nwp_a,MB01,2024-09-10,2024-09-07,3,0.0,34.11,21.97,71.3,3.58
mock_nwp_a,MB02,2024-09-10,2024-09-07,3,9.81,30.28,22.19,37.7,5.66
mock_nwp_a,MB03,2024-09-10,2024-09-07,3,320.24,26.41,23.61,59.5,5.72
mock_nwp_a,MB04,2024-09-10,2024-09-07,3,0.0,35.26,25.78,76.1,4.91
mock_nwp_a,MB05,2024-09-10,2024-09-07,3,27.29,26.32,24.18,58.0,4.25
mock_nwp_a,MB06,2024-09-10,2024-09-07,3,0.0,37.65,25.54,56.7,8.96
mock_nwp_a,MB01,2024-09-11,2024-09-08,3,0.0,32.95,21.66,57.9,8.14
mock_nwp_a,MB02,2024-09-11,2024-09-08,3,0.0,34.52,20.78,67.3,15.08
mock_nwp_a,MB03,2024-09-11,2024-09-08,3,0.0,31.86,25.86,82.8,18.94
mock_nwp_a,MB04,2024-09-11,2024-09-08,3,0.0,32.88,26.4,73.2,16.3
mock_nwp_a,MB05,2024-09-11,2024-09-08,3,0.0,29.88,21.34,79.7,10.87
mock_nwp_a,MB06,2024-09-11,2024-09-08,3,0.0,33.47,23.35,57.7,16.59
mock_nwp_a,MB01,2024-09-12,2024-09-09,3,0.0,32.24,22.19,68.6,8.23
mock_nwp_a,MB02,2024-09-12,2024-09-09,3,0.72,31.6,20.68,60.6,14.88
mock_nwp_a,MB03,2024-09-12,2024-09-09,3,0.0,30.81,19.58,72.5,11.13
mock_nwp_a,MB04,2024-09-12,2024-09-09,3,0.0,33.45,21.41,88.7,4.96
mock_nwp_a,MB05,2024-09-12,2024-09-09,3,0.0,31.81,19.92,55.9,8.38
mock_nwp_a,MB06,2024-09-12,2024-09-09,3,0.0,30.35,23.03,65.1,8.03
mock_nwp_a,MB01,2024-09-13,2024-09-10,3,0.0,31.96,24.05,90.9,7.7
mock_nwp_a,MB02,2024-09-13,2024-09-10,3,0.0,29.75,22.69,67.2,10.86
mock_nwp_a,MB03,2024-09-13,2024-09-10,3,0.0,31.38,22.41,59.5,10.97
mock_nwp_a,MB04,2024-09-13,2024-09-10,3,0.21,32.09,23.39,64.6,11.89
mock_nwp_a,MB05,2024-09-13,2024-09-10,3,0.0,33.28,24.45,55.6,5.84
mock_nwp_a,MB06,2024-09-13,2024-09-10,3,0.0,34.29,23.26,63.5,7.22
mock_nwp_a,MB01,2024-09-14,2024-09-11,3,0.0,30.9,26.73,53.3,15.95
mock_nwp_a,MB02,2024-09-14,2024-09-11,3,0.0,32.63,22.76,80.3,4.46
mock_nwp_a,MB03,2024-09-14,2024-09-11,3,0.0,30.96,19.43,80.4,11.11
mock_nwp_a,MB04,2024-09-14,2024-09-11,3,0.0,32.03,19.74,72.5,14.75
mock_nwp_a,MB05,2024-09-14,2024-09-11,3,0.0,31.26,23.36,69.5,7.22
mock_nwp_a,MB06,2024-09-14,2024-09-11,3,3.12,33.32,20.16,75.4,6.3
mock_nwp_a,MB01,2024-09-15,2024-09-12,3,0.0,33.33,23.49,58.5,15.26
mock_nwp_a,MB02,2024-09-15,2024-09-12,3,0.0,32.97,15.44,76.1,10.99
mock_nwp_a,MB03,2024-09-15,2024-09-12,3,0.0,29.76,19.9,59.6,11.16
mock_nwp_a,MB04,2024-09-15,2024-09-12,3,0.0,30.19,19.39,81.3,8.45
mock_nwp_a,MB05,2024-09-15,2024-09-12,3,0.0,31.23,17.54,69.4,9.33
mock_nwp_a,MB06,2024-09-15,2024-09-12,3,0.0,30.45,20.5,64.5,18.35
mock_nwp_a,MB01,2024-09-16,2024-09-13,3,0.0,33.12,23.53,84.1,20.11
mock_nwp_a,MB02,2024-09-16,2024-09-13,3,0.0,27.88,21.11,49.2,30.37
mock_nwp_a,MB03,2024-09-16,2024-09-13,3,0.0,35.73,26.37,76.6,15.57
mock_nwp_a,MB04,2024-09-16,2024-09-13,3,0.0,34.76,25.19,77.0,22.43
mock_nwp_a,MB05,2024-09-16,2024-09-13,3,0.0,31.72,21.74,57.5,19.56
mock_nwp_a,MB06,2024-09-16,2024-09-13,3,0.0,36.37,24.69,98.5,21.33
mock_nwp_a,MB01,2024-09-17,2024-09-14,3,0.0,35.04,24.12,92.7,14.36
mock_nwp_a,MB02,2024-09-17,2024-09-14,3,0.0,33.65,22.15,71.8,15.95
mock_nwp_a,MB03,2024-09-17,2024-09-14,3,0.0,31.96,26.47,45.1,7.47
mock_nwp_a,MB04,2024-09-17,2024-09-14,3,0.0,35.56,24.86,63.6,22.89
mock_nwp_a,MB05,2024-09-17,2024-09-14,3,0.29,37.88,19.07,50.5,11.36
mock_nwp_a,MB06,2024-09-17,2024-09-14,3,0.0,36.76,17.03,76.9,17.74
mock_nwp_a,MB01,2024-09-18,2024-09-15,3,0.0,37.9,28.29,79.8,15.04
mock_nwp_a,MB02,2024-09-18,2024-09-15,3,0.0,37.39,22.74,91.9,13.39
mock_nwp_a,MB03,2024-09-18,2024-09-15,3,0.0,36.84,25.78,75.6,8.49
mock_nwp_a,MB04,2024-09-18,2024-09-15,3,0.0,34.35,25.46,88.1,10.68
mock_nwp_a,MB05,2024-09-18,2024-09-15,3,0.0,41.59,27.42,62.8,15.79
mock_nwp_a,MB06,2024-09-18,2024-09-15,3,0.0,37.2,27.49,78.4,15.29
mock_nwp_a,MB01,2024-09-19,2024-09-16,3,1.01,39.59,25.65,62.6,9.28
mock_nwp_a,MB02,2024-09-19,2024-09-16,3,0.0,38.44,26.97,77.7,7.7
mock_nwp_a,MB03,2024-09-19,2024-09-16,3,0.0,34.92,26.49,74.8,9.47
mock_nwp_a,MB04,2024-09-19,2024-09-16,3,0.0,35.83,25.53,81.0,7.87
mock_nwp_a,MB05,2024-09-19,2024-09-16,3,0.0,40.16,25.67,63.0,10.71
mock_nwp_a,MB06,2024-09-19,2024-09-16,3,0.0,40.57,25.3,50.1,7.03
mock_nwp_a,MB01,2024-09-20,2024-09-17,3,0.0,35.74,24.08,70.2,5.31
mock_nwp_a,MB02,2024-09-20,2024-09-17,3,0.0,35.49,25.84,76.7,8.82
mock_nwp_a,MB03,2024-09-20,2024-09-17,3,0.0,34.43,24.17,75.6,11.79
mock_nwp_a,MB04,2024-09-20,2024-09-17,3,0.0,35.78,24.59,55.2,5.71
mock_nwp_a,MB05,2024-09-20,2024-09-17,3,0.0,32.7,24.32,53.0,8.11
mock_nwp_a,MB06,2024-09-20,2024-09-17,3,0.0,35.64,24.83,64.7,7.51
mock_nwp_a,MB01,2024-09-21,2024-09-18,3,0.0,33.86,21.69,64.1,13.22
mock_nwp_a,MB02,2024-09-21,2024-09-18,3,0.0,37.99,25.65,71.2,7.76
mock_nwp_a,MB03,2024-09-21,2024-09-18,3,0.0,30.05,22.54,51.3,15.5
mock_nwp_a,MB04,2024-09-21,2024-09-18,3,0.0,34.85,22.07,53.5,12.85
mock_nwp_a,MB05,2024-09-21,2024-09-18,3,0.0,35.96,24.58,65.1,13.57
mock_nwp_a,MB06,2024-09-21,2024-09-18,3,0.0,39.0,23.21,52.1,5.96
mock_nwp_a,MB01,2024-09-22,2024-09-19,3,0.0,37.65,23.15,64.2,6.9
mock_nwp_a,MB02,2024-09-22,2024-09-19,3,0.0,32.4,25.11,79.4,11.52
mock_nwp_a,MB03,2024-09-22,2024-09-19,3,0.0,36.28,23.12,71.4,7.32
mock_nwp_a,MB04,2024-09-22,2024-09-19,3,0.0,36.58,22.33,54.7,4.74
mock_nwp_a,MB05,2024-09-22,2024-09-19,3,0.0,34.48,26.32,63.6,4.79
mock_nwp_a,MB06,2024-09-22,2024-09-19,3,0.0,32.82,23.85,57.2,5.97
mock_nwp_a,MB01,2024-09-23,2024-09-20,3,0.0,33.92,22.34,45.0,5.65
mock_nwp_a,MB02,2024-09-23,2024-09-20,3,0.0,33.25,25.93,58.8,6.64
mock_nwp_a,MB03,2024-09-23,2024-09-20,3,0.0,38.48,17.39,65.5,5.82
mock_nwp_a,MB04,2024-09-23,2024-09-20,3,0.0,34.25,24.16,66.2,12.24
mock_nwp_a,MB05,2024-09-23,2024-09-20,3,56.0,32.21,22.76,69.0,4.3
mock_nwp_a,MB06,2024-09-23,2024-09-20,3,0.0,34.22,25.79,66.1,4.9
mock_nwp_a,MB01,2024-09-24,2024-09-21,3,0.0,38.46,27.04,66.7,6.36
mock_nwp_a,MB02,2024-09-24,2024-09-21,3,0.0,36.64,26.42,60.0,3.19
mock_nwp_a,MB03,2024-09-24,2024-09-21,3,0.0,38.41,26.57,67.2,5.5
mock_nwp_a,MB04,2024-09-24,2024-09-21,3,0.0,38.47,23.68,81.1,3.44
mock_nwp_a,MB05,2024-09-24,2024-09-21,3,0.0,37.47,22.08,48.2,5.43
mock_nwp_a,MB06,2024-09-24,2024-09-21,3,0.0,38.08,30.13,72.9,4.13
mock_nwp_a,MB01,2024-09-25,2024-09-22,3,0.0,35.65,23.62,63.7,5.89
mock_nwp_a,MB02,2024-09-25,2024-09-22,3,0.0,36.02,23.73,54.9,5.22
mock_nwp_a,MB03,2024-09-25,2024-09-22,3,0.0,37.87,27.28,46.4,6.84
mock_nwp_a,MB04,2024-09-25,2024-09-22,3,0.0,38.28,24.07,55.3,7.12
mock_nwp_a,MB05,2024-09-25,2024-09-22,3,0.0,35.81,22.39,69.1,3.05
mock_nwp_a,MB06,2024-09-25,2024-09-22,3,1.45,34.41,22.7,63.4,5.45
mock_nwp_a,MB01,2024-09-26,2024-09-23,3,0.0,38.47,24.36,41.3,3.62
mock_nwp_a,MB02,2024-09-26,2024-09-23,3,4.92,37.99,22.69,72.4,2.92
mock_nwp_a,MB03,2024-09-26,2024-09-23,3,0.0,39.47,22.71,82.1,6.16
mock_nwp_a,MB04,2024-09-26,2024-09-23,3,0.0,36.57,23.01,43.6,7.4
mock_nwp_a,MB05,2024-09-26,2024-09-23,3,0.0,33.82,21.17,60.2,7.23
mock_nwp_a,MB06,2024-09-26,2024-09-23,3,0.0,35.81,19.77,43.1,7.14
mock_nwp_a,MB01,2024-09-27,2024-09-24,3,0.29,33.88,16.27,76.0,4.63
mock_nwp_a,MB02,2024-09-27,2024-09-24,3,0.0,33.49,21.71,61.8,11.48
mock_nwp_a,MB03,2024-09-27,2024-09-24,3,0.0,30.66,22.09,69.3,6.66
mock_nwp_a,MB04,2024-09-27,2024-09-24,3,0.0,35.29,20.02,91.1,9.81
mock_nwp_a,MB05,2024-09-27,2024-09-24,3,0.0,35.51,17.39,43.7,5.33
mock_nwp_a,MB06,2024-09-27,2024-09-24,3,0.49,34.67,16.75,58.0,3.7
mock_nwp_a,MB01,2024-09-28,2024-09-25,3,7.71,34.85,21.13,66.4,6.54
mock_nwp_a,MB02,2024-09-28,2024-09-25,3,0.0,36.37,25.27,61.9,4.08
mock_nwp_a,MB03,2024-09-28,2024-09-25,3,0.0,33.95,18.96,62.0,8.0
mock_nwp_a,MB04,2024-09-28,2024-09-25,3,0.0,35.26,21.06,72.4,7.12
mock_nwp_a,MB05,2024-09-28,2024-09-25,3,0.0,39.23,20.95,51.0,4.91
mock_nwp_a,MB06,2024-09-28,2024-09-25,3,1.17,32.23,21.92,45.8,4.88
mock_nwp_a,MB01,2024-09-29,2024-09-26,3,0.0,34.34,20.4,57.4,7.38
mock_nwp_a,MB02,2024-09-29,2024-09-26,3,0.0,33.04,19.52,45.1,10.31
mock_nwp_a,MB03,2024-09-29,2024-09-26,3,0.0,34.92,22.62,62.4,7.38
