week_start,panchayat_id,ndvi,lst_day_c
2023-07-02,MP0304,,
2023-07-02,MP0305,0.245,37.4
2023-07-02,MP0306,,
2023-07-02,MP0107,0.216,37.5
2023-07-02,MP0108,0.207,42.0
2023-07-02,MP0109,0.206,40.0
2023-07-02,MP0209,0.23,41.3
2023-07-02,MP0210,0.239,39.5
2023-07-02,MP0211,0.235,40.9
2023-07-02,MP0307,0.214,39.0
2023-07-02,MP0308,0.236,37.6
2023-07-02,MP0309,,
2023-07-02,MP0310,,
2023-07-02,MP0110,0.236,39.4
2023-07-02,MP0111,0.214,37.7
2023-07-02,MP0112,,
2023-07-02,MP0212,0.209,40.4
2023-07-02,MP0213,,
2023-07-02,MP0214,0.252,38.2
2023-07-02,MP0215,0.271,39.1
2023-07-02,MP0311,0.251,42.3
2023-07-02,MP0312,0.203,40.2
2023-07-02,MP0313,0.235,40.4
2023-07-02,MP0113,,
2023-07-02,MP0401,,
2023-07-02,MP0402,0.178,38.9
2023-07-02,MP0216,,
2023-07-02,MP0501,0.203,39.7
2023-07-02,MP0502,0.182,36.4
2023-07-02,MP0314,,
2023-07-02,MP0315,0.278,43.8
2023-07-02,MP0601,0.243,37.7
2023-07-02,MP0316,0.207,42.3
2023-07-02,MP0403,,
2023-07-02,MP0404,,
2023-07-02,MP0405,0.197,38.0
2023-07-02,MP0503,0.177,40.5
2023-07-02,MP0504,,
2023-07-02,MP0505,,
2023-07-02,MP0506,0.271,38.5
2023-07-02,MP0602,0.163,39.2
2023-07-02,MP0603,0.241,40.5
2023-07-02,MP0604,0.238,38.6
2023-07-02,MP0406,0.267,40.5
2023-07-02,MP0407,,
2023-07-02,MP0408,,
2023-07-02,MP0507,,
2023-07-02,MP0508,0.159,40.6
2023-07-02,MP0509,,
2023-07-02,MP0510,0.256,43.4
2023-07-02,MP0605,,
2023-07-02,MP0606,,
2023-07-02,MP0607,0.254,40.8
2023-07-02,MP0409,0.198,41.1
2023-07-02,MP0410,,
2023-07-02,MP0411,,
2023-07-02,MP0412,0.226,42.2
2023-07-02,MP0511,0.219,38.9
2023-07-02,MP0512,,
2023-07-02,MP0608,,
2023-07-02,MP0609,,
2023-07-02,MP0610,0.262,41.1
2023-07-02,MP0611,,
2023-07-02,MP0413,,
2023-07-02,MP0414,0.243,38.1
2023-07-02,MP0415,,
2023-07-02,MP0513,0.232,38.2
2023-07-02,MP0514,0.229,42.5
2023-07-02,MP0515,,
2023-07-02,MP0516,,
2023-07-02,MP0612,0.232,42.1
2023-07-02,MP0613,0.309,42.2
2023-07-02,MP0614,,
2023-07-09,MP0101,,
2023-07-09,MP0102,0.261,40.3
2023-07-09,MP0103,0.256,38.7
2023-07-09,MP0201,0.246,38.6
2023-07-09,MP0202,0.251,41.2
2023-07-09,MP0203,0.283,41.1
2023-07-09,MP0204,0.29,37.7
2023-07-09,MP0301,,
2023-07-09,MP0302,,
2023-07-09,MP0303,,
2023-07-09,MP0104,0.181,41.5
2023-07-09,MP0105,0.212,38.9
2023-07-09,MP0106,0.245,42.6
2023-07-09,MP0205,,
2023-07-09,MP0206,0.252,42.3
2023-07-09,MP0207,,
2023-07-09,MP0208,0.254,42.3
2023-07-09,MP0304,,
2023-07-09,MP0305,,
2023-07-09,MP0306,,
2023-07-09,MP0107,0.259,40.1
2023-07-09,MP0108,,
2023-07-09,MP0109,0.31,39.9
2023-07-09,MP0209,0.25,40.6
2023-07-09,MP0210,,
2023-07-09,MP0211,,
2023-07-09,MP0307,,
2023-07-09,MP0308,0.204,37.6
2023-07-09,MP0309,0.24,38.7
2023-07-09,MP0310,0.292,41.1
2023-07-09,MP0110,,
2023-07-09,MP0111,0.186,43.2
2023-07-09,MP0112,0.24,40.0
2023-07-09,MP0212,0.302,41.1
2023-07-09,MP0213,0.172,38.4
2023-07-09,MP0214,0.236,40.8
2023-07-09,MP0215,0.246,44.0
2023-07-09,MP0311,0.294,41.6
2023-07-09,MP0312,0.25,38.6
2023-07-09,MP0313,,
2023-07-09,MP0113,0.247,41.7
2023-07-09,MP0401,0.245,43.1
2023-07-09,MP0402,,
2023-07-09,MP0216,0.229,38.4
2023-07-09,MP0501,0.254,39.8
2023-07-09,MP0502,0.264,40.2
2023-07-09,MP0314,,
2023-07-09,MP0315,0.221,40.7
2023-07-09,MP0601,0.238,38.4
2023-07-09,MP0316,0.232,44.2
2023-07-09,MP0403,0.231,40.1
2023-07-09,MP0404,,
2023-07-09,MP0405,0.224,41.9
2023-07-09,MP0503,,
2023-07-09,MP0504,0.279,40.9
2023-07-09,MP0505,0.266,39.7
2023-07-09,MP0506,,
2023-07-09,MP0602,,
2023-07-09,MP0603,,
2023-07-09,MP0604,,
2023-07-09,MP0406,0.267,40.6
2023-07-09,MP0407,,
2023-07-09,MP0408,,
2023-07-09,MP0507,0.237,42.0
2023-07-09,MP0508,,
2023-07-09,MP0509,0.228,38.4
2023-07-09,MP0510,0.243,41.2
2023-07-09,MP0605,0.247,42.6
2023-07-09,MP0606,0.233,38.0
2023-07-09,MP0607,,
2023-07-09,MP0409,0.246,40.8
2023-07-09,MP0410,,
2023-07-09,MP0411,0.225,40.2
2023-07-09,MP0412,,
2023-07-09,MP0511,0.265,39.2
2023-07-09,MP0512,0.296,37.3
2023-07-09,MP0608,0.232,40.9
2023-07-09,MP0609,0.215,40.0
2023-07-09,MP0610,,
2023-07-09,MP0611,,
2023-07-09,MP0413,0.265,39.0
2023-07-09,MP0414,,
2023-07-09,MP0415,0.184,41.6
2023-07-09,MP0513,,
2023-07-09,MP0514,0.286,39.9
2023-07-09,MP0515,,
2023-07-09,MP0516,0.265,41.2
2023-07-09,MP0612,,
2023-07-09,MP0613,,
2023-07-09,MP0614,,
2023-07-16,MP0101,,
2023-07-16,MP0102,0.296,41.5
2023-07-16,MP0103,0.335,39.6
2023-07-16,MP0201,0.279,39.0
2023-07-16,MP0202,,
2023-07-16,MP0203,0.313,38.5
2023-07-16,MP0204,,
2023-07-16,MP0301,0.256,37.9
2023-07-16,MP0302,0.3,40.1
2023-07-16,MP0303,0.298,35.2
2023-07-16,MP0104,0.288,37.1
2023-07-16,MP0105,0.302,37.5
2023-07-16,MP0106,,
2023-07-16,MP0205,0.31,39.6
2023-07-16,MP0206,0.32,39.5
2023-07-16,MP0207,,
2023-07-16,MP0208,,
2023-07-16,MP0304,0.285,39.4
2023-07-16,MP0305,0.232,39.8
2023-07-16,MP0306,0.292,37.7
2023-07-16,MP0107,,
2023-07-16,MP0108,0.252,41.4
2023-07-16,MP0109,0.272,40.6
2023-07-16,MP0209,0.291,40.6
2023-07-16,MP0210,0.242,39.3
2023-07-16,MP0211,0.232,41.8
2023-07-16,MP0307,0.255,38.9
2023-07-16,MP0308,,
2023-07-16,MP0309,,
2023-07-16,MP0310,,
2023-07-16,MP0110,0.25,42.4
2023-07-16,MP0111,0.287,40.4
2023-07-16,MP0112,0.283,41.9
2023-07-16,MP0212,0.343,40.7
2023-07-16,MP0213,0.257,38.5
2023-07-16,MP0214,0.28,41.4
2023-07-16,MP0215,0.291,38.5
2023-07-16,MP0311,,
2023-07-16,MP0312,0.229,37.2
2023-07-16,MP0313,0.247,40.4
2023-07-16,MP0113,,
2023-07-16,MP0401,0.33,43.4
2023-07-16,MP0402,0.237,41.7
2023-07-16,MP0216,,
2023-07-16,MP0501,,
2023-07-16,MP0502,,
2023-07-16,MP0314,0.297,38.9
2023-07-16,MP0315,0.284,40.3
2023-07-16,MP0601,,
2023-07-16,MP0316,0.281,36.2
2023-07-16,MP0403,0.276,39.0
2023-07-16,MP0404,,
2023-07-16,MP0405,,
2023-07-16,MP0503,0.242,39.3
2023-07-16,MP0504,,
2023-07-16,MP0505,0.254,39.7
2023-07-16,MP0506,0.255,40.1
2023-07-16,MP0602,,
2023-07-16,MP0603,0.26,40.2
2023-07-16,MP0604,0.327,38.4
2023-07-16,MP0406,,
2023-07-16,MP0407,,
2023-07-16,MP0408,0.294,39.0
2023-07-16,MP0507,0.285,39.4
2023-07-16,MP0508,,
2023-07-16,MP0509,0.204,39.3
2023-07-16,MP0510,,
2023-07-16,MP0605,0.261,41.5
2023-07-16,MP0606,0.282,37.9
2023-07-16,MP0607,,
2023-07-16,MP0409,0.243,37.8
2023-07-16,MP0410,0.294,39.4
2023-07-16,MP0411,0.286,38.1
2023-07-16,MP0412,,
2023-07-16,MP0511,0.288,40.4
2023-07-16,MP0512,0.325,41.6
2023-07-16,MP0608,0.215,40.9
2023-07-16,MP0609,,
2023-07-16,MP0610,,
2023-07-16,MP0611,,
2023-07-16,MP0413,,
2023-07-16,MP0414,0.29,40.1
2023-07-16,MP0415,0.266,39.5
2023-07-16,MP0513,0.295,38.6
2023-07-16,MP0514,0.259,39.7
2023-07-16,MP0515,,
2023-07-16,MP0516,0.264,37.7
2023-07-16,MP0612,0.29,39.8
2023-07-16,MP0613,0.235,36.2
2023-07-16,MP0614,0.25,39.5
2023-07-23,MP0101,,
2023-07-23,MP0102,0.298,37.5
2023-07-23,MP0103,0.28,40.7
2023-07-23,MP0201,,
2023-07-23,MP0202,,
2023-07-23,MP0203,,
2023-07-23,MP0204,0.321,41.8
2023-07-23,MP0301,,
2023-07-23,MP0302,,
2023-07-23,MP0303,0.344,38.9
2023-07-23,MP0104,0.276,41.8
2023-07-23,MP0105,0.256,40.6
2023-07-23,MP0106,0.321,40.3
2023-07-23,MP0205,0.315,37.9
2023-07-23,MP0206,0.322,41.7
2023-07-23,MP0207,0.278,41.7
2023-07-23,MP0208,,
2023-07-23,MP0304,,
2023-07-23,MP0305,,
2023-07-23,MP0306,0.286,42.8
2023-07-23,MP0107,0.284,40.7
2023-07-23,MP0108,0.301,40.8
2023-07-23,MP0109,0.36,42.0
2023-07-23,MP0209,0.314,40.8
2023-07-23,MP0210,0.289,40.6
2023-07-23,MP0211,,
2023-07-23,MP0307,0.319,41.0
2023-07-23,MP0308,,
2023-07-23,MP0309,0.346,39.4
2023-07-23,MP0310,0.368,40.4
2023-07-23,MP0110,0.276,40.9
2023-07-23,MP0111,0.283,39.2
2023-07-23,MP0112,0.322,38.3
2023-07-23,MP0212,,
2023-07-23,MP0213,,
2023-07-23,MP0214,,
2023-07-23,MP0215,0.282,39.0
2023-07-23,MP0311,0.309,42.4
2023-07-23,MP0312,,
2023-07-23,MP0313,0.346,43.3
2023-07-23,MP0113,,
2023-07-23,MP0401,0.317,45.3
2023-07-23,MP0402,,
2023-07-23,MP0216,0.335,38.1
2023-07-23,MP0501,0.282,43.0
2023-07-23,MP0502,0.326,38.7
2023-07-23,MP0314,0.332,42.5
2023-07-23,MP0315,0.316,41.5
2023-07-23,MP0601,,
2023-07-23,MP0316,0.255,40.5
2023-07-23,MP0403,,
2023-07-23,MP0404,0.308,42.1
2023-07-23,MP0405,0.276,39.7
2023-07-23,MP0503,0.264,36.9
2023-07-23,MP0504,,
2023-07-23,MP0505,0.29,39.1
2023-07-23,MP0506,0.302,43.0
2023-07-23,MP0602,0.249,38.6
2023-07-23,MP0603,0.268,37.9
2023-07-23,MP0604,,
2023-07-23,MP0406,,
2023-07-23,MP0407,,
2023-07-23,MP0408,,
2023-07-23,MP0507,,
2023-07-23,MP0508,,
2023-07-23,MP0509,0.208,42.8
2023-07-23,MP0510,,
2023-07-23,MP0605,,
2023-07-23,MP0606,,
2023-07-23,MP0607,0.313,37.7
2023-07-23,MP0409,0.234,40.6
2023-07-23,MP0410,0.303,36.8
2023-07-23,MP0411,,
2023-07-23,MP0412,,
2023-07-23,MP0511,,
2023-07-23,MP0512,0.296,41.6
2023-07-23,MP0608,0.306,39.5
2023-07-23,MP0609,0.267,40.4
2023-07-23,MP0610,0.267,42.7
2023-07-23,MP0611,,
2023-07-23,MP0413,,
2023-07-23,MP0414,,
2023-07-23,MP0415,0.276,38.0
2023-07-23,MP0513,0.335,38.5
2023-07-23,MP0514,0.319,40.1
2023-07-23,MP0515,0.325,38.7
2023-07-23,MP0516,,
2023-07-23,MP0612,0.284,42.8
2023-07-23,MP0613,,
2023-07-23,MP0614,,
2023-07-30,MP0101,0.302,35.0
2023-07-30,MP0102,0.387,33.5
2023-07-30,MP0103,0.277,33.8
2023-07-30,MP0201,,
2023-07-30,MP0202,0.364,34.0
2023-07-30,MP0203,0.415,33.2
2023-07-30,MP0204,,
2023-07-30,MP0301,,
2023-07-30,MP0302,0.36,37.4
2023-07-30,MP0303,0.385,34.3
2023-07-30,MP0104,,
2023-07-30,MP0105,0.331,32.2
2023-07-30,MP0106,,
2023-07-30,MP0205,,
2023-07-30,MP0206,0.276,38.3
2023-07-30,MP0207,0.362,34.8
2023-07-30,MP0208,,
2023-07-30,MP0304,,
2023-07-30,MP0305,,
2023-07-30,MP0306,0.355,34.9
2023-07-30,MP0107,,
2023-07-30,MP0108,0.355,34.6
2023-07-30,MP0109,,
2023-07-30,MP0209,,
2023-07-30,MP0210,,
2023-07-30,MP0211,,
2023-07-30,MP0307,0.327,36.5
2023-07-30,MP0308,0.382,35.0
2023-07-30,MP0309,,
2023-07-30,MP0310,,
2023-07-30,MP0110,,
2023-07-30,MP0111,,
2023-07-30,MP0112,,
2023-07-30,MP0212,,
2023-07-30,MP0213,0.262,39.3
2023-07-30,MP0214,0.352,30.7
2023-07-30,MP0215,,
2023-07-30,MP0311,,
2023-07-30,MP0312,0.328,36.7
2023-07-30,MP0313,,
2023-07-30,MP0113,0.342,32.8
2023-07-30,MP0401,0.297,37.7
2023-07-30,MP0402,0.313,36.8
2023-07-30,MP0216,,
2023-07-30,MP0501,0.349,34.1
2023-07-30,MP0502,0.325,35.3
2023-07-30,MP0314,0.295,33.2
2023-07-30,MP0315,0.364,37.5
2023-07-30,MP0601,0.364,35.0
2023-07-30,MP0316,0.293,34.9
2023-07-30,MP0403,0.33,36.9
2023-07-30,MP0404,,
2023-07-30,MP0405,0.313,37.7
2023-07-30,MP0503,0.319,35.7
2023-07-30,MP0504,,
2023-07-30,MP0505,0.344,34.1
2023-07-30,MP0506,0.341,37.1
2023-07-30,MP0602,0.238,36.7
2023-07-30,MP0603,0.278,38.1
2023-07-30,MP0604,0.426,36.8
2023-07-30,MP0406,0.292,34.9
2023-07-30,MP0407,,
2023-07-30,MP0408,0.354,35.9
2023-07-30,MP0507,,
2023-07-30,MP0508,,
2023-07-30,MP0509,0.255,39.7
2023-07-30,MP0510,,
2023-07-30,MP0605,0.327,37.9
2023-07-30,MP0606,0.312,35.7
2023-07-30,MP0607,,
2023-07-30,MP0409,0.325,37.5
2023-07-30,MP0410,0.312,32.6
2023-07-30,MP0411,,
2023-07-30,MP0412,0.331,35.2
2023-07-30,MP0511,0.273,34.2
2023-07-30,MP0512,,
2023-07-30,MP0608,0.271,36.5
2023-07-30,MP0609,0.312,36.4
2023-07-30,MP0610,0.336,35.2
2023-07-30,MP0611,0.39,37.0
2023-07-30,MP0413,0.356,33.5
2023-07-30,MP0414,0.307,38.0
2023-07-30,MP0415,0.365,38.6
2023-07-30,MP0513,,
2023-07-30,MP0514,0.348,35.5
2023-07-30,MP0515,0.325,36.4
2023-07-30,MP0516,,
2023-07-30,MP0612,0.336,40.4
2023-07-30,MP0613,0.299,39.5
2023-07-30,MP0614,0.369,40.3
2023-08-06,MP0101,,
2023-08-06,MP0102,,
2023-08-06,MP0103,0.354,40.0
2023-08-06,MP0201,0.374,38.4
2023-08-06,MP0202,,
2023-08-06,MP0203,,
2023-08-06,MP0204,0.414,34.6
2023-08-06,MP0301,,
2023-08-06,MP0302,0.372,36.3
2023-08-06,MP0303,0.451,36.4
2023-08-06,MP0104,,
2023-08-06,MP0105,0.365,34.6
2023-08-06,MP0106,,
2023-08-06,MP0205,0.418,38.5
2023-08-06,MP0206,0.345,39.6
2023-08-06,MP0207,0.3,39.6
2023-08-06,MP0208,,
2023-08-06,MP0304,0.345,38.0
2023-08-06,MP0305,0.343,35.6
2023-08-06,MP0306,0.323,36.7
2023-08-06,MP0107,0.431,33.7
2023-08-06,MP0108,0.363,36.9
2023-08-06,MP0109,,
2023-08-06,MP0209,,
2023-08-06,MP0210,,
2023-08-06,MP0211,0.38,39.4
2023-08-06,MP0307,0.378,38.6
2023-08-06,MP0308,,
2023-08-06,MP0309,0.357,35.8
2023-08-06,MP0310,0.393,37.9
2023-08-06,MP0110,0.39,39.2
2023-08-06,MP0111,,
2023-08-06,MP0112,,
2023-08-06,MP0212,0.378,38.1
2023-08-06,MP0213,0.416,35.9
2023-08-06,MP0214,,
2023-08-06,MP0215,0.429,36.4
2023-08-06,MP0311,0.376,38.2
2023-08-06,MP0312,0.34,35.2
2023-08-06,MP0313,,
2023-08-06,MP0113,,
2023-08-06,MP0401,0.307,38.6
2023-08-06,MP0402,0.307,35.5
2023-08-06,MP0216,0.359,37.7
2023-08-06,MP0501,0.349,38.7
2023-08-06,MP0502,,
2023-08-06,MP0314,,
2023-08-06,MP0315,0.341,38.9
2023-08-06,MP0601,0.366,39.4
2023-08-06,MP0316,,
2023-08-06,MP0403,,
2023-08-06,MP0404,,
2023-08-06,MP0405,0.363,35.7
2023-08-06,MP0503,0.225,35.7
2023-08-06,MP0504,0.41,37.7
2023-08-06,MP0505,0.404,38.2
2023-08-06,MP0506,,
2023-08-06,MP0602,0.298,39.5
2023-08-06,MP0603,0.389,39.5
2023-08-06,MP0604,0.469,36.1
2023-08-06,MP0406,,
2023-08-06,MP0407,0.344,37.8
2023-08-06,MP0408,0.313,37.1
2023-08-06,MP0507,0.422,38.8
2023-08-06,MP0508,0.348,36.6
2023-08-06,MP0509,,
2023-08-06,MP0510,,
2023-08-06,MP0605,0.345,35.1
2023-08-06,MP0606,0.36,40.2
2023-08-06,MP0607,,
2023-08-06,MP0409,,
2023-08-06,MP0410,,
2023-08-06,MP0411,0.409,36.9
2023-08-06,MP0412,0.299,39.7
2023-08-06,MP0511,,
2023-08-06,MP0512,,
2023-08-06,MP0608,,
2023-08-06,MP0609,0.325,36.3
2023-08-06,MP0610,,
2023-08-06,MP0611,0.329,36.3
2023-08-06,MP0413,0.42,37.0
2023-08-06,MP0414,0.325,34.7
2023-08-06,MP0415,0.361,38.2
2023-08-06,MP0513,0.357,37.7
2023-08-06,MP0514,,
2023-08-06,MP0515,,
2023-08-06,MP0516,,
2023-08-06,MP0612,0.327,37.8
2023-08-06,MP0613,0.379,36.4
2023-08-06,MP0614,0.329,36.2
2023-08-13,MP0101,0.463,36.0
2023-08-13,MP0102,0.397,36.1
2023-08-13,MP0103,0.441,34.5
2023-08-13,MP0201,,
2023-08-13,MP0202,0.428,36.0
2023-08-13,MP0203,,
2023-08-13,MP0204,,
2023-08-13,MP0301,0.395,33.9
2023-08-13,MP0302,0.443,34.6
2023-08-13,MP0303,,
2023-08-13,MP0104,0.39,34.5
2023-08-13,MP0105,0.442,34.4
2023-08-13,MP0106,,
2023-08-13,MP0205,0.417,37.8
2023-08-13,MP0206,0.347,37.4
2023-08-13,MP0207,,
2023-08-13,MP0208,0.45,34.2
2023-08-13,MP0304,0.391,33.8
2023-08-13,MP0305,,
2023-08-13,MP0306,0.399,34.4
2023-08-13,MP0107,,
2023-08-13,MP0108,,
2023-08-13,MP0109,0.378,32.3
2023-08-13,MP0209,0.376,33.4
2023-08-13,MP0210,,
2023-08-13,MP0211,0.384,34.6
2023-08-13,MP0307,0.364,35.2
2023-08-13,MP0308,0.46,35.4
2023-08-13,MP0309,0.43,34.2
2023-08-13,MP0310,0.473,32.6
2023-08-13,MP0110,0.457,35.1
2023-08-13,MP0111,0.371,38.9
2023-08-13,MP0112,0.357,32.6
2023-08-13,MP0212,0.452,34.3
2023-08-13,MP0213,,
2023-08-13,MP0214,0.388,35.6
2023-08-13,MP0215,,
2023-08-13,MP0311,0.419,34.4
2023-08-13,MP0312,,
2023-08-13,MP0313,,
2023-08-13,MP0113,,
2023-08-13,MP0401,0.313,35.3
2023-08-13,MP0402,,
2023-08-13,MP0216,0.401,35.2
2023-08-13,MP0501,,
2023-08-13,MP0502,0.444,33.3
2023-08-13,MP0314,0.439,34.3
2023-08-13,MP0315,,
2023-08-13,MP0601,0.411,33.0
2023-08-13,MP0316,0.366,37.2
2023-08-13,MP0403,0.382,36.4
2023-08-13,MP0404,0.313,35.6
2023-08-13,MP0405,,
2023-08-13,MP0503,,
2023-08-13,MP0504,0.46,34.3
2023-08-13,MP0505,,
2023-08-13,MP0506,,
2023-08-13,MP0602,,
2023-08-13,MP0603,,
2023-08-13,MP0604,,
2023-08-13,MP0406,,
2023-08-13,MP0407,0.37,34.4
2023-08-13,MP0408,0.4,34.5
2023-08-13,MP0507,0.363,33.9
2023-08-13,MP0508,0.347,32.6
2023-08-13,MP0509,0.277,35.9
2023-08-13,MP0510,0.329,36.6
2023-08-13,MP0605,0.432,36.2
2023-08-13,MP0606,0.413,30.0
2023-08-13,MP0607,0.391,33.9
2023-08-13,MP0409,0.352,33.4
2023-08-13,MP0410,0.404,35.2
2023-08-13,MP0411,0.438,32.8
2023-08-13,MP0412,0.367,35.4
2023-08-13,MP0511,,
2023-08-13,MP0512,,
2023-08-13,MP0608,0.302,33.7
2023-08-13,MP0609,0.309,33.8
2023-08-13,MP0610,,
2023-08-13,MP0611,,
2023-08-13,MP0413,,
2023-08-13,MP0414,,
2023-08-13,MP0415,0.435,33.8
2023-08-13,MP0513,,
2023-08-13,MP0514,0.33,33.7
2023-08-13,MP0515,,
2023-08-13,MP0516,,
2023-08-13,MP0612,0.362,35.8
2023-08-13,MP0613,,
2023-08-13,MP0614,0.431,31.2
2023-08-20,MP0101,,
2023-08-20,MP0102,,
2023-08-20,MP0103,0.46,35.2
2023-08-20,MP0201,0.494,36.5
2023-08-20,MP0202,0.474,38.2
2023-08-20,MP0203,0.459,35.0
2023-08-20,MP0204,0.442,34.6
2023-08-20,MP0301,0.45,40.4
2023-08-20,MP0302,,
2023-08-20,MP0303,0.553,35.8
2023-08-20,MP0104,,
2023-08-20,MP0105,0.434,38.7
2023-08-20,MP0106,0.374,36.3
2023-08-20,MP0205,,
2023-08-20,MP0206,,
2023-08-20,MP0207,0.423,36.6
2023-08-20,MP0208,,
2023-08-20,MP0304,0.451,35.5
2023-08-20,MP0305,,
2023-08-20,MP0306,0.463,37.1
2023-08-20,MP0107,0.413,34.8
2023-08-20,MP0108,0.413,34.2
2023-08-20,MP0109,,
2023-08-20,MP0209,,
2023-08-20,MP0210,0.439,36.0
2023-08-20,MP0211,0.455,37.1
2023-08-20,MP0307,0.451,36.8
2023-08-20,MP0308,,
2023-08-20,MP0309,0.481,36.3
2023-08-20,MP0310,0.478,36.9
2023-08-20,MP0110,,
2023-08-20,MP0111,0.413,37.9
2023-08-20,MP0112,,
2023-08-20,MP0212,0.458,36.2
2023-08-20,MP0213,0.383,35.6
2023-08-20,MP0214,,
2023-08-20,MP0215,,
2023-08-20,MP0311,0.398,38.8
2023-08-20,MP0312,0.408,37.5
2023-08-20,MP0313,,
2023-08-20,MP0113,,
2023-08-20,MP0401,0.4,39.7
2023-08-20,MP0402,0.337,35.7
2023-08-20,MP0216,,
2023-08-20,MP0501,0.399,34.5
2023-08-20,MP0502,,
2023-08-20,MP0314,,
2023-08-20,MP0315,0.408,39.1
2023-08-20,MP0601,0.422,38.0
2023-08-20,MP0316,0.407,36.4
2023-08-20,MP0403,0.403,33.4
2023-08-20,MP0404,,
2023-08-20,MP0405,0.375,33.3
2023-08-20,MP0503,0.336,36.8
2023-08-20,MP0504,0.428,37.4
2023-08-20,MP0505,0.439,38.8
2023-08-20,MP0506,0.425,37.7
2023-08-20,MP0602,,
2023-08-20,MP0603,,
2023-08-20,MP0604,,
2023-08-20,MP0406,0.419,35.3
2023-08-20,MP0407,0.371,38.8
2023-08-20,MP0408,0.439,40.1
2023-08-20,MP0507,,
2023-08-20,MP0508,,
2023-08-20,MP0509,0.346,38.8
2023-08-20,MP0510,,
2023-08-20,MP0605,0.46,36.6
2023-08-20,MP0606,0.39,39.5
2023-08-20,MP0607,0.405,35.9
2023-08-20,MP0409,,
2023-08-20,MP0410,0.405,36.4
2023-08-20,MP0411,,
2023-08-20,MP0412,0.423,36.6
2023-08-20,MP0511,0.399,34.2
2023-08-20,MP0512,,
2023-08-20,MP0608,0.342,36.3
2023-08-20,MP0609,0.404,34.1
2023-08-20,MP0610,0.397,36.4
2023-08-20,MP0611,,
2023-08-20,MP0413,0.421,33.9
2023-08-20,MP0414,0.36,36.7
2023-08-20,MP0415,0.374,38.0
2023-08-20,MP0513,0.435,35.3
2023-08-20,MP0514,0.371,39.2
2023-08-20,MP0515,0.406,35.6
2023-08-20,MP0516,,
2023-08-20,MP0612,0.405,39.1
2023-08-20,MP0613,0.419,37.1
2023-08-20,MP0614,,
2023-08-27,MP0101,0.413,38.4
2023-08-27,MP0102,0.458,36.4
2023-08-27,MP0103,0.421,40.2
2023-08-27,MP0201,,
2023-08-27,MP0202,0.504,38.3
2023-08-27,MP0203,0.541,37.1
2023-08-27,MP0204,0.48,37.9
2023-08-27,MP0301,,
2023-08-27,MP0302,,
2023-08-27,MP0303,0.514,31.8
2023-08-27,MP0104,0.422,37.8
2023-08-27,MP0105,0.398,35.8
2023-08-27,MP0106,0.466,38.0
2023-08-27,MP0205,0.436,36.4
2023-08-27,MP0206,0.444,38.4
2023-08-27,MP0207,0.392,35.7
2023-08-27,MP0208,,
2023-08-27,MP0304,0.463,37.7
2023-08-27,MP0305,,
2023-08-27,MP0306,0.441,38.0
2023-08-27,MP0107,,
2023-08-27,MP0108,0.378,38.2
2023-08-27,MP0109,0.368,35.8
2023-08-27,MP0209,,
2023-08-27,MP0210,0.429,40.1
2023-08-27,MP0211,0.499,37.4
2023-08-27,MP0307,,
2023-08-27,MP0308,0.491,38.4
2023-08-27,MP0309,0.452,37.6
2023-08-27,MP0310,0.496,39.5
2023-08-27,MP0110,0.402,39.4
2023-08-27,MP0111,,
2023-08-27,MP0112,0.396,39.6
2023-08-27,MP0212,0.486,37.7
2023-08-27,MP0213,,
2023-08-27,MP0214,0.423,37.3
2023-08-27,MP0215,0.449,41.2
2023-08-27,MP0311,0.41,37.7
2023-08-27,MP0312,0.447,35.6
2023-08-27,MP0313,0.456,40.3
2023-08-27,MP0113,0.462,34.5
2023-08-27,MP0401,,
2023-08-27,MP0402,,
2023-08-27,MP0216,,
2023-08-27,MP0501,0.432,39.2
2023-08-27,MP0502,0.439,37.8
2023-08-27,MP0314,0.454,36.6
2023-08-27,MP0315,,
2023-08-27,MP0601,,
2023-08-27,MP0316,0.409,42.3
2023-08-27,MP0403,,
2023-08-27,MP0404,0.335,37.4
2023-08-27,MP0405,,
2023-08-27,MP0503,0.357,38.5
2023-08-27,MP0504,0.434,33.1
2023-08-27,MP0505,0.457,38.2
2023-08-27,MP0506,0.357,38.5
2023-08-27,MP0602,0.316,39.5
2023-08-27,MP0603,0.412,40.3
2023-08-27,MP0604,0.537,37.4
2023-08-27,MP0406,0.451,37.1
2023-08-27,MP0407,0.435,37.6
2023-08-27,MP0408,,
2023-08-27,MP0507,0.421,39.2
2023-08-27,MP0508,0.348,40.8
2023-08-27,MP0509,0.274,39.6
2023-08-27,MP0510,0.369,39.1
2023-08-27,MP0605,0.435,36.4
2023-08-27,MP0606,0.407,38.7
2023-08-27,MP0607,0.46,39.6
2023-08-27,MP0409,,
2023-08-27,MP0410,0.421,38.4
2023-08-27,MP0411,,
2023-08-27,MP0412,0.395,37.2
2023-08-27,MP0511,,
2023-08-27,MP0512,0.405,38.6
2023-08-27,MP0608,,
2023-08-27,MP0609,,
2023-08-27,MP0610,,
2023-08-27,MP0611,0.461,38.5
2023-08-27,MP0413,0.457,39.2
2023-08-27,MP0414,0.373,38.1
2023-08-27,MP0415,,
2023-08-27,MP0513,,
2023-08-27,MP0514,,
2023-08-27,MP0515,0.47,37.6
2023-08-27,MP0516,,
