panchayat_id,season,crop,sowing_date,expected_harvest_date,crop_area_fraction
MP0611,kharif_2023,cotton,2023-05-15,2023-11-11,0.86
MP0611,rabi_2023_24,wheat,2023-11-20,2024-04-13,0.57
MP0611,kharif_2024,cotton,2024-05-20,2024-11-16,0.71
MP0611,rabi_2024_25,wheat,2024-11-24,2025-04-18,0.64
MP0413,rabi_2022_23,mustard,2022-11-09,2023-03-19,0.55
MP0413,kharif_2023,bajra,2023-06-27,2023-09-20,0.85
MP0413,rabi_2023_24,mustard,2023-11-19,2024-03-28,0.51
MP0413,kharif_2024,bajra,2024-06-27,2024-09-20,0.56
MP0413,rabi_2024_25,mustard,2024-11-19,2025-03-29,0.53
MP0414,rabi_2022_23,wheat,2022-11-20,2023-04-14,0.51
MP0414,kharif_2023,bajra,2023-07-04,2023-09-27,0.53
MP0414,rabi_2023_24,wheat,2023-11-22,2024-04-15,0.76
MP0414,kharif_2024,bajra,2024-07-13,2024-10-06,0.52
MP0414,rabi_2024_25,wheat,2024-11-28,2025-04-22,0.68
MP0415,rabi_2022_23,wheat,2022-11-12,2023-04-06,0.6
MP0415,kharif_2023,bajra,2023-07-10,2023-10-03,0.6
MP0415,rabi_2023_24,wheat,2023-11-04,2024-03-28,0.5
MP0415,kharif_2024,bajra,2024-07-10,2024-10-03,0.51
MP0415,rabi_2024_25,wheat,2024-11-10,2025-04-04,0.83
MP0513,rabi_2022_23,wheat,2022-11-13,2023-04-07,0.59
MP0513,kharif_2023,bajra,2023-07-08,2023-10-01,0.56
MP0513,rabi_2023_24,wheat,2023-11-14,2024-04-07,0.51
MP0513,kharif_2024,bajra,2024-07-13,2024-10-06,0.59
MP0513,rabi_2024_25,wheat,2024-11-13,2025-04-07,0.86
MP0514,rabi_2022_23,gram,2022-11-26,2023-03-26,0.77
MP0514,kharif_2023,bajra,2023-07-04,2023-09-27,0.78
MP0514,rabi_2023_24,gram,2023-11-20,2024-03-19,0.55
MP0514,kharif_2024,bajra,2024-07-07,2024-09-30,0.55
MP0514,rabi_2024_25,gram,2024-11-26,2025-03-26,0.61
MP0515,rabi_2022_23,wheat,2022-11-14,2023-04-08,0.62
MP0515,kharif_2023,bajra,2023-07-02,2023-09-25,0.52
MP0515,rabi_2023_24,wheat,2023-11-19,2024-04-12,0.87
MP0515,kharif_2024,bajra,2024-06-30,2024-09-23,0.68
MP0515,rabi_2024_25,wheat,2024-11-12,2025-04-06,0.77
MP0516,rabi_2022_23,mustard,2022-11-15,2023-03-25,0.67
MP0516,kharif_2023,bajra,2023-07-13,2023-10-06,0.82
MP0516,rabi_2023_24,mustard,2023-11-08,2024-03-17,0.78
MP0516,kharif_2024,bajra,2024-07-11,2024-10-04,0.79
MP0516,rabi_2024_25,mustard,2024-11-08,2025-03-18,0.69
MP0612,rabi_2022_23,mustard,2022-11-24,2023-04-03,0.79
MP0612,kharif_2023,bajra,2023-07-03,2023-09-26,0.56
MP0612,rabi_2023_24,mustard,2023-11-24,2024-04-02,0.55
MP0612,kharif_2024,bajra,2024-07-05,2024-09-28,0.84
MP0612,rabi_2024_25,mustard,2024-11-23,2025-04-02,0.84
MP0613,rabi_2022_23,wheat,2022-11-19,2023-04-13,0.85
MP0613,kharif_2023,bajra,2023-07-11,2023-10-04,0.8
MP0613,rabi_2023_24,wheat,2023-11-14,2024-04-07,0.69
MP0613,kharif_2024,bajra,2024-07-06,2024-09-29,0.84
MP0613,rabi_2024_25,wheat,2024-11-12,2025-04-06,0.64
MP0614,rabi_2022_23,wheat,2022-11-11,2023-04-05,0.65
MP0614,kharif_2023,bajra,2023-07-14,2023-10-07,0.74
MP0614,rabi_2023_24,wheat,2023-11-06,2024-03-30,0.69
MP0614,kharif_2024,bajra,2024-07-08,2024-10-01,0.6
MP0614,rabi_2024_25,wheat,2024-11-07,2025-04-01,0.64
