date,panchayat_id,reported_rain,reported_intensity,channel
2024-09-10,MP0512,no,none,ivr
2024-09-12,MP0108,no,none,app
2024-09-13,MP0614,no,none,ivr
2024-09-13,MP0201,no,none,whatsapp
2024-09-13,MP0312,no,none,whatsapp
2024-09-14,MP0306,no,none,ivr
2024-09-15,MP0415,no,none,ivr
2024-09-15,MP0111,no,none,whatsapp
2024-09-18,MP0406,no,none,whatsapp
2024-09-18,MP0212,no,none,whatsapp
2024-09-18,MP0612,no,none,ivr
2024-09-19,MP0516,no,none,app
2024-09-20,MP0514,yes,moderate,app
2024-09-21,MP0405,no,none,whatsapp
2024-09-21,MP0108,no,none,whatsapp
2024-09-21,MP0607,no,none,app
2024-09-21,MP0505,no,none,whatsapp
2024-09-25,MP0209,no,none,whatsapp
2024-09-26,MP0514,no,none,ivr
2024-09-27,MP0215,no,none,ivr
2024-09-27,MP0401,no,none,whatsapp
2024-09-29,MP0504,no,none,whatsapp
2024-09-29,MP0413,no,none,whatsapp
2024-09-30,MP0410,yes,moderate,whatsapp
2024-10-02,MP0109,no,none,whatsapp
2024-10-02,MP0312,no,none,whatsapp
2024-10-03,MP0604,no,none,ivr
2024-10-06,MP0608,no,none,whatsapp
2024-10-07,MP0507,no,none,ivr
2024-10-08,MP0204,no,none,whatsapp
2024-10-08,MP0502,no,none,app
2024-10-09,MP0201,yes,none,whatsapp
2024-10-10,MP0515,no,none,ivr
2024-10-10,MP0511,no,none,whatsapp
2024-10-12,MP0112,no,none,whatsapp
2024-10-13,MP0105,no,none,app
2024-10-13,MP0506,no,none,app
2024-10-14,MP0412,no,none,ivr
2024-10-14,MP0103,no,none,ivr
2024-10-16,MP0509,no,none,app
2024-10-16,MP0308,no,none,whatsapp
2024-10-17,MP0310,no,none,whatsapp
2024-10-18,MP0402,no,none,app
2024-10-19,MP0113,no,none,whatsapp
2024-10-19,MP0411,yes,heavy,whatsapp
2024-10-22,MP0513,no,none,ivr
2024-10-22,MP0211,no,none,whatsapp
2024-10-23,MP0609,no,none,whatsapp
2024-10-26,MP0307,no,none,ivr
2024-10-26,MP0308,no,none,app
2024-10-27,MP0106,no,none,whatsapp
2024-10-29,MP0205,no,none,ivr
2024-10-29,MP0312,no,none,whatsapp
2024-10-31,MP0407,yes,light,whatsapp
2024-11-01,MP0610,no,none,ivr
2024-11-02,MP0409,no,none,whatsapp
2024-11-05,MP0102,no,none,whatsapp
2024-11-05,MP0105,no,none,whatsapp
2024-11-05,MP0410,no,none,app
2024-11-07,MP0508,no,none,whatsapp
2024-11-08,MP0513,no,none,ivr
2024-11-08,MP0408,no,none,whatsapp
2024-11-10,MP0611,no,none,app
2024-11-11,MP0401,no,none,whatsapp
2024-11-11,MP0506,no,none,app
2024-11-11,MP0108,no,none,ivr
2024-11-12,MP0306,no,none,app
2024-11-12,MP0212,no,none,whatsapp
2024-11-13,MP0210,no,none,whatsapp
2024-11-13,MP0506,no,none,app
2024-11-14,MP0409,no,none,app
2024-11-14,MP0315,no,none,ivr
2024-11-15,MP0305,no,none,whatsapp
2024-11-15,MP0511,no,none,app
2024-11-16,MP0210,no,none,ivr
2024-11-16,MP0516,no,none,whatsapp
2024-11-17,MP0112,no,none,app
2024-11-18,MP0501,no,none,whatsapp
2024-11-20,MP0209,yes,heavy,app
2024-11-20,MP0113,yes,moderate,app
2024-11-20,MP0110,no,none,app
2024-11-21,MP0212,no,none,whatsapp
2024-11-21,MP0410,no,none,whatsapp
2024-11-21,MP0307,no,none,app
2024-11-21,MP0215,no,none,app
2024-11-22,MP0201,no,none,ivr
2024-11-22,MP0514,no,none,whatsapp
2024-11-23,MP0308,no,none,whatsapp
2024-11-23,MP0110,no,none,whatsapp
2024-11-25,MP0611,no,none,app
2024-11-27,MP0409,no,none,whatsapp
2024-11-28,MP0401,yes,light,ivr
2024-11-29,MP0406,yes,moderate,app
2024-11-29,MP0507,no,none,whatsapp
2024-12-01,MP0203,no,none,whatsapp
2024-12-01,MP0411,no,none,whatsapp
2024-12-01,MP0404,no,none,whatsapp
2024-12-01,MP0513,no,none,whatsapp
2024-12-02,MP0206,no,none,whatsapp
2024-12-02,MP0311,no,none,app
2024-12-05,MP0608,no,none,ivr
2024-12-05,MP0609,no,none,app
2024-12-06,MP0306,no,none,whatsapp
2024-12-06,MP0101,no,none,whatsapp
2024-12-10,MP0408,no,none,whatsapp
2024-12-13,MP0215,no,none,whatsapp
2024-12-13,MP0215,no,none,app
2024-12-14,MP0515,no,none,whatsapp
2024-12-16,MP0102,no,none,whatsapp
2024-12-16,MP0411,no,none,whatsapp
2024-12-16,MP0311,no,none,ivr
2024-12-16,MP0213,no,none,whatsapp
2024-12-17,MP0313,no,none,whatsapp
2024-12-20,MP0516,no,none,ivr
2024-12-20,MP0614,yes,none,whatsapp
2024-12-22,MP0506,no,none,whatsapp
2024-12-23,MP0306,no,none,ivr
2024-12-23,MP0302,no,none,ivr
2024-12-24,MP0515,no,none,ivr
2024-12-26,MP0312,no,none,ivr
2024-12-26,MP0516,no,none,app
2024-12-26,MP0604,no,none,app
2024-12-26,MP0208,no,none,ivr
2024-12-27,MP0411,no,none,ivr
2024-12-27,MP0608,no,none,whatsapp
2024-12-28,MP0501,no,none,ivr
2024-12-29,MP0613,yes,light,app
2024-12-30,MP0101,no,none,ivr
2024-12-30,MP0502,no,none,app
2024-12-31,MP0505,no,none,ivr
2024-12-31,MP0215,yes,heavy,whatsapp
